HSAID,HSANAME,HRRID,HRRNAME
16059,IA- KNOXVILLE,192,IA- DES MOINES
16060,IA- LAKE CITY,192,IA- DES MOINES
16061,IA- LE MARS,196,IA- SIOUX CITY
16062,IA- LEON,192,IA- DES MOINES
16063,IA- MANCHESTER,190,IA- CEDAR RAPIDS
16064,IA- MANNING,278,NE- OMAHA
16065,IA- MAQUOKETA,191,IA- DAVENPORT
16067,IA- MARSHALLTOWN,192,IA- DES MOINES
16068,IA- MASON CITY,195,IA- MASON CITY
16069,IA- MISSOURI VALLEY,278,NE- OMAHA
16072,IA- MOUNT PLEASANT,194,IA- IOWA CITY
16073,IA- MUSCATINE,194,IA- IOWA CITY
16075,IA- NEW HAMPTON,253,MN- ROCHESTER
16076,IA- NEWTON,192,IA- DES MOINES
16077,IA- OELWEIN,197,IA- WATERLOO
16078,IA- ONAWA,278,NE- OMAHA
16079,IA- ORANGE CITY,196,IA- SIOUX CITY
16080,IA- OSAGE,195,IA- MASON CITY
16081,IA- OSCEOLA,192,IA- DES MOINES
16082,IA- OSKALOOSA,192,IA- DES MOINES
16083,IA- OTTUMWA,194,IA- IOWA CITY
16084,IA- PELLA,192,IA- DES MOINES
16085,IA- PERRY,192,IA- DES MOINES
16086,IA- POCAHONTAS,192,IA- DES MOINES
16088,IA- PRIMGHAR,196,IA- SIOUX CITY
16089,IA- RED OAK,278,NE- OMAHA
16091,IA- ROCK VALLEY,371,SD- SIOUX FALLS
16092,IA- SAC CITY,196,IA- SIOUX CITY
16093,IA- SHELDON,196,IA- SIOUX CITY
16094,IA- SHENANDOAH,278,NE- OMAHA
16095,IA- SIBLEY,371,SD- SIOUX FALLS
16097,IA- SIOUX CENTER,196,IA- SIOUX CITY
16098,IA- SIOUX CITY,196,IA- SIOUX CITY
16099,IA- SPENCER,371,SD- SIOUX FALLS
16100,IA- SPIRIT LAKE,371,SD- SIOUX FALLS
16101,IA- STORM LAKE,196,IA- SIOUX CITY
16103,IA- SUMNER,197,IA- WATERLOO
16105,IA- WASHINGTON,194,IA- IOWA CITY
16106,IA- WATERLOO,197,IA- WATERLOO
16107,IA- WAUKON,448,WI- LA CROSSE
16108,IA- WAVERLY,197,IA- WATERLOO
16109,IA- WEBSTER CITY,192,IA- DES MOINES
16110,IA- WEST UNION,448,WI- LA CROSSE
17001,KS- ABILENE,200,KS- TOPEKA
17002,KS- ANTHONY,201,KS- WICHITA
17003,KS- ARKANSAS CITY,201,KS- WICHITA
17004,KS- ASHLAND,201,KS- WICHITA
17005,KS- ATCHISON,268,MO- KANSAS CITY
17007,KS- ATWOOD,103,CO- DENVER
17010,KS- BELLEVILLE,201,KS- WICHITA
17011,KS- BELOIT,201,KS- WICHITA
17012,KS- BURLINGTON,200,KS- TOPEKA
17013,KS- CALDWELL,201,KS- WICHITA
17014,KS- CEDAR VALE,201,KS- WICHITA
17015,KS- CHANUTE,201,KS- WICHITA
17016,KS- CLAY CENTER,200,KS- TOPEKA
17017,KS- COFFEYVILLE,340,OK- TULSA
17018,KS- COLBY,103,CO- DENVER
17019,KS- COLDWATER,201,KS- WICHITA
17021,KS- CONCORDIA,201,KS- WICHITA
17022,KS- COUNCIL GROVE,200,KS- TOPEKA
17023,KS- DIGHTON,201,KS- WICHITA
17024,KS- DODGE CITY,201,KS- WICHITA
17025,KS- EL DORADO,201,KS- WICHITA
17026,KS- ELKHART,383,TX- AMARILLO
17027,KS- ELLINWOOD,201,KS- WICHITA
17028,KS- ELLSWORTH,201,KS- WICHITA
17029,KS- EMPORIA,200,KS- TOPEKA
17030,KS- EUREKA,201,KS- WICHITA
17031,KS- FORT SCOTT,267,MO- JOPLIN
17032,KS- FREDONIA,201,KS- WICHITA
17033,KS- GARDEN CITY,201,KS- WICHITA
17034,KS- GARNETT,268,MO- KANSAS CITY
17035,KS- GIRARD,267,MO- JOPLIN
17036,KS- GOODLAND,103,CO- DENVER
17037,KS- GREAT BEND,201,KS- WICHITA
17038,KS- GREENSBURG,201,KS- WICHITA
17039,KS- HALSTEAD,201,KS- WICHITA
17040,KS- HANOVER,277,NE- LINCOLN
17041,KS- HARPER,201,KS- WICHITA
17042,KS- HAYS,201,KS- WICHITA
17043,KS- HERINGTON,201,KS- WICHITA
17044,KS- HIAWATHA,200,KS- TOPEKA
17045,KS- HILL CITY,201,KS- WICHITA
17046,KS- HILLSBORO,201,KS- WICHITA
17047,KS- HOISINGTON,201,KS- WICHITA
17049,KS- HORTON,268,MO- KANSAS CITY
17050,KS- HOXIE,201,KS- WICHITA
17051,KS- HUGOTON,201,KS- WICHITA
17052,KS- HUTCHINSON,201,KS- WICHITA
17053,KS- INDEPENDENCE,201,KS- WICHITA
17054,KS- IOLA,201,KS- WICHITA
17055,KS- JETMORE,201,KS- WICHITA
17056,KS- JOHNSON,201,KS- WICHITA
17057,KS- JUNCTION CITY,200,KS- TOPEKA
17058,KS- KANSAS CITY,268,MO- KANSAS CITY
17059,KS- KINGMAN,201,KS- WICHITA
17060,KS- KINSLEY,201,KS- WICHITA
17061,KS- KIOWA,201,KS- WICHITA
17062,KS- LA CROSSE,201,KS- WICHITA
17063,KS- LAKIN,201,KS- WICHITA
17064,KS- LAWRENCE,268,MO- KANSAS CITY
17065,KS- LEAVENWORTH,268,MO- KANSAS CITY
17066,KS- LEOTI,201,KS- WICHITA
17067,KS- LIBERAL,201,KS- WICHITA
17068,KS- LINCOLN,201,KS- WICHITA
17069,KS- LINDSBORG,201,KS- WICHITA
17070,KS- LYONS,201,KS- WICHITA
17071,KS- MANHATTAN,200,KS- TOPEKA
17073,KS- MARION,201,KS- WICHITA
17074,KS- MARYSVILLE,277,NE- LINCOLN
17075,KS- MCPHERSON,201,KS- WICHITA
17076,KS- MEADE,201,KS- WICHITA
17077,KS- MEDICINE LODGE,201,KS- WICHITA
17078,KS- MINNEAPOLIS,201,KS- WICHITA
17079,KS- MINNEOLA,201,KS- WICHITA
17080,KS- MOUNDRIDGE,201,KS- WICHITA
17081,KS- NEODESHA,201,KS- WICHITA
17082,KS- NESS CITY,201,KS- WICHITA
17083,KS- NEWTON,201,KS- WICHITA
17084,KS- NORTON,201,KS- WICHITA
17085,KS- OAKLEY,201,KS- WICHITA
17086,KS- OBERLIN,103,CO- DENVER
17087,KS- OLATHE,268,MO- KANSAS CITY
17088,KS- ONAGA,200,KS- TOPEKA
17089,KS- OSBORNE,201,KS- WICHITA
17091,KS- OTTAWA,268,MO- KANSAS CITY
17094,KS- PARSONS,201,KS- WICHITA
17095,KS- PHILLIPSBURG,201,KS- WICHITA
17096,KS- PITTSBURG,267,MO- JOPLIN
17097,KS- PLAINVILLE,201,KS- WICHITA
17098,KS- PRATT,201,KS- WICHITA
17099,KS- QUINTER,201,KS- WICHITA
17100,KS- RANSOM,201,KS- WICHITA
17101,KS- RUSSELL,201,KS- WICHITA
17102,KS- SABETHA,200,KS- TOPEKA
17103,KS- SALINA,201,KS- WICHITA
17104,KS- SATANTA,201,KS- WICHITA
17105,KS- SCOTT CITY,201,KS- WICHITA
17106,KS- SEDAN,340,OK- TULSA
17107,KS- SENECA,200,KS- TOPEKA
17108,KS- SHAWNEE MISSION,268,MO- KANSAS CITY
17109,KS- SMITH CENTER,201,KS- WICHITA
17111,KS- ST FRANCIS,103,CO- DENVER
17113,KS- STAFFORD,201,KS- WICHITA
17114,KS- SYRACUSE,201,KS- WICHITA
17115,KS- TOPEKA,200,KS- TOPEKA
17116,KS- TRIBUNE,201,KS- WICHITA
17117,KS- ULYSSES,201,KS- WICHITA
17118,KS- WAKEENEY,201,KS- WICHITA
17119,KS- WAMEGO,200,KS- TOPEKA
17120,KS- WASHINGTON,277,NE- LINCOLN
17121,KS- WELLINGTON,201,KS- WICHITA
17122,KS- WESTMORELAND,200,KS- TOPEKA
17123,KS- WICHITA,201,KS- WICHITA
17124,KS- WINCHESTER,200,KS- TOPEKA
17125,KS- WINFIELD,201,KS- WICHITA
18001,KY- ALBANY,205,KY- LOUISVILLE
18002,KY- ASHLAND,444,WV- HUNTINGTON
18003,KY- BARBOURVILLE,204,KY- LEXINGTON
18004,KY- BARDSTOWN,205,KY- LOUISVILLE
18006,KY- BEREA,204,KY- LEXINGTON
18007,KY- BOWLING GREEN,380,TN- NASHVILLE
18008,KY- BURKESVILLE,205,KY- LOUISVILLE
18009,KY- CADIZ,208,KY- PADUCAH
18011,KY- CAMPBELLSVILLE,205,KY- LOUISVILLE
18012,KY- CARLISLE,204,KY- LEXINGTON
18013,KY- CARROLLTON,205,KY- LOUISVILLE
18014,KY- COLUMBIA,205,KY- LOUISVILLE
18015,KY- CORBIN,204,KY- LEXINGTON
18016,KY- COVINGTON,203,KY- COVINGTON
18017,KY- CYNTHIANA,204,KY- LEXINGTON
18018,KY- DANVILLE,204,KY- LEXINGTON
18019,KY- ELIZABETHTOWN,205,KY- LOUISVILLE
18020,KY- FLEMINGSBURG,204,KY- LEXINGTON
18021,KY- FLORENCE,203,KY- COVINGTON
18022,KY- FORT THOMAS,203,KY- COVINGTON
18023,KY- FRANKFORT,204,KY- LEXINGTON
18024,KY- FRANKLIN,380,TN- NASHVILLE
18025,KY- FULTON,208,KY- PADUCAH
18026,KY- GEORGETOWN,204,KY- LEXINGTON
18027,KY- GLASGOW,205,KY- LOUISVILLE
18028,KY- GREENSBURG,205,KY- LOUISVILLE
18029,KY- GREENVILLE,380,TN- NASHVILLE
18030,KY- HARDINSBURG,205,KY- LOUISVILLE
18031,KY- HARLAN,204,KY- LEXINGTON
18032,KY- HARRODSBURG,204,KY- LEXINGTON
18033,KY- HARTFORD,207,KY- OWENSBORO
18034,KY- HAZARD,204,KY- LEXINGTON
18035,KY- HENDERSON,179,IN- EVANSVILLE
18036,KY- HOPKINSVILLE,380,TN- NASHVILLE
18038,KY- HYDEN,204,KY- LEXINGTON
18039,KY- IRVINE,204,KY- LEXINGTON
18040,KY- JENKINS,376,TN- KINGSPORT
18041,KY- LA GRANGE,205,KY- LOUISVILLE
18042,KY- LANCASTER,204,KY- LEXINGTON
18043,KY- LEBANON,205,KY- LOUISVILLE
18044,KY- LEITCHFIELD,205,KY- LOUISVILLE
18045,KY- LEXINGTON,204,KY- LEXINGTON
18047,KY- LONDON,204,KY- LEXINGTON
18048,KY- LOUISA,444,WV- HUNTINGTON
18049,KY- LOUISVILLE,205,KY- LOUISVILLE
18050,KY- MADISONVILLE,208,KY- PADUCAH
18051,KY- MANCHESTER,204,KY- LEXINGTON
18052,KY- MARION,208,KY- PADUCAH
18054,KY- MAYFIELD,208,KY- PADUCAH
18055,KY- MAYSVILLE,204,KY- LEXINGTON
18056,KY- MCDOWELL,204,KY- LEXINGTON
18057,KY- MIDDLESBORO,377,TN- KNOXVILLE
18058,KY- MONTICELLO,204,KY- LEXINGTON
18059,KY- MOREHEAD,204,KY- LEXINGTON
18060,KY- MORGANFIELD,179,IN- EVANSVILLE
18061,KY- MOUNT STERLING,204,KY- LEXINGTON
18062,KY- MOUNT VERNON,204,KY- LEXINGTON
18063,KY- MURRAY,208,KY- PADUCAH
18064,KY- OWENSBORO,207,KY- OWENSBORO
18065,KY- OWENTON,204,KY- LEXINGTON
18066,KY- PADUCAH,208,KY- PADUCAH
18067,KY- PAINTSVILLE,204,KY- LEXINGTON
18068,KY- PARIS,204,KY- LEXINGTON
18069,KY- PIKEVILLE,204,KY- LEXINGTON
18070,KY- PINEVILLE,377,TN- KNOXVILLE
18071,KY- PRESTONSBURG,204,KY- LEXINGTON
18072,KY- PRINCETON,208,KY- PADUCAH
18073,KY- RICHMOND,204,KY- LEXINGTON
18074,KY- RUSSELL SPRINGS,205,KY- LOUISVILLE
18075,KY- RUSSELLVILLE,380,TN- NASHVILLE
18076,KY- SALEM,208,KY- PADUCAH
18078,KY- SHELBYVILLE,205,KY- LOUISVILLE
18079,KY- SOMERSET,204,KY- LEXINGTON
18080,KY- SOUTH WILLIAMSON,204,KY- LEXINGTON
18081,KY- STANFORD,204,KY- LEXINGTON
18082,KY- TOMPKINSVILLE,205,KY- LOUISVILLE
18083,KY- VERSAILLES,204,KY- LEXINGTON
18084,KY- WEST LIBERTY,204,KY- LEXINGTON
18085,KY- WHITESBURG,204,KY- LEXINGTON
18086,KY- WILLIAMSTOWN,203,KY- COVINGTON
18087,KY- WINCHESTER,204,KY- LEXINGTON
18089,KY- JACKSON,204,KY- LEXINGTON
19001,LA- ABBEVILLE,213,LA- LAFAYETTE
19002,LA- ALEXANDRIA,209,LA- ALEXANDRIA
19003,LA- AMITE,210,LA- BATON ROUGE
19006,LA- BASTROP,217,LA- MONROE
19007,LA- BATON ROUGE,210,LA- BATON ROUGE
19008,LA- BERNICE,219,LA- SHREVEPORT
19009,LA- BOGALUSA,216,LA- METAIRIE
19012,LA- BUNKIE,209,LA- ALEXANDRIA
19014,LA- CHALMETTE,218,LA- NEW ORLEANS
19016,LA- COLUMBIA,217,LA- MONROE
19018,LA- COVINGTON,216,LA- METAIRIE
19019,LA- CROWLEY,213,LA- LAFAYETTE
19020,LA- DE QUINCY,214,LA- LAKE CHARLES
19021,LA- DE RIDDER,214,LA- LAKE CHARLES
19022,LA- DELHI,217,LA- MONROE
19024,LA- EUNICE,213,LA- LAFAYETTE
19026,LA- FERRIDAY,209,LA- ALEXANDRIA
19027,LA- FRANKLIN,213,LA- LAFAYETTE
19028,LA- FRANKLINTON,216,LA- METAIRIE
19029,LA- GALLIANO,212,LA- HOUMA
19030,LA- GONZALES,210,LA- BATON ROUGE
19031,LA- GREENSBURG,210,LA- BATON ROUGE
19033,LA- HAMMOND,210,LA- BATON ROUGE
19035,LA- HOMER,219,LA- SHREVEPORT
19036,LA- HOUMA,212,LA- HOUMA
19039,LA- JENA,209,LA- ALEXANDRIA
19040,LA- JENNINGS,213,LA- LAFAYETTE
19042,LA- KAPLAN,213,LA- LAFAYETTE
19046,LA- LAFAYETTE,213,LA- LAFAYETTE
19047,LA- LAKE CHARLES,214,LA- LAKE CHARLES
19049,LA- LAPLACE,216,LA- METAIRIE
19050,LA- LEESVILLE,209,LA- ALEXANDRIA
19051,LA- LULING,218,LA- NEW ORLEANS
19052,LA- LUTCHER,216,LA- METAIRIE
19053,LA- MAMOU,213,LA- LAFAYETTE
19054,LA- MANSFIELD,219,LA- SHREVEPORT
19055,LA- MANY,219,LA- SHREVEPORT
19057,LA- MARRERO,218,LA- NEW ORLEANS
19058,LA- MERRYVILLE,214,LA- LAKE CHARLES
19059,LA- METAIRIE,216,LA- METAIRIE
19060,LA- MINDEN,219,LA- SHREVEPORT
19061,LA- MONROE,217,LA- MONROE
19062,LA- MORGAN CITY,212,LA- HOUMA
19063,LA- NAPOLEONVILLE,212,LA- HOUMA
19064,LA- NATCHITOCHES,219,LA- SHREVEPORT
19065,LA- NEW IBERIA,213,LA- LAFAYETTE
19066,LA- NEW ORLEANS,218,LA- NEW ORLEANS
19067,LA- NEW ROADS,210,LA- BATON ROUGE
19069,LA- OAKDALE,209,LA- ALEXANDRIA
19070,LA- OLLA,209,LA- ALEXANDRIA
19071,LA- OPELOUSAS,213,LA- LAFAYETTE
19073,LA- PLAQUEMINE,210,LA- BATON ROUGE
19075,LA- RACELAND,212,LA- HOUMA
19077,LA- RAYVILLE,217,LA- MONROE
19078,LA- RUSTON,219,LA- SHREVEPORT
19080,LA- SHREVEPORT,219,LA- SHREVEPORT
19081,LA- SLIDELL,220,LA- SLIDELL
19082,LA- SPRINGHILL,219,LA- SHREVEPORT
19084,LA- SULPHUR,214,LA- LAKE CHARLES
19085,LA- TALLULAH,259,MS- JACKSON
19086,LA- THIBODAUX,212,LA- HOUMA
19087,LA- VILLE PLATTE,213,LA- LAFAYETTE
19088,LA- VIVIAN,219,LA- SHREVEPORT
19090,LA- WEST MONROE,217,LA- MONROE
19091,LA- WINNFIELD,219,LA- SHREVEPORT
19092,LA- WINNSBORO,217,LA- MONROE
19093,LA- ZACHARY,210,LA- BATON ROUGE
20001,ME- AUGUSTA,222,ME- PORTLAND
20002,ME- BANGOR,221,ME- BANGOR
20003,ME- BAR HARBOR,221,ME- BANGOR
20005,ME- BELFAST,221,ME- BANGOR
20006,ME- BIDDEFORD,222,ME- PORTLAND
20007,ME- BLUE HILL,221,ME- BANGOR
20008,ME- BOOTHBAY HARBOR,222,ME- PORTLAND
20009,ME- BRIDGTON,222,ME- PORTLAND
20010,ME- BRUNSWICK,222,ME- PORTLAND
20011,ME- CALAIS,221,ME- BANGOR
20012,ME- CARIBOU,221,ME- BANGOR
20013,ME- DAMARISCOTTA,222,ME- PORTLAND
20014,ME- DOVER-FOXCROFT,221,ME- BANGOR
20015,ME- ELLSWORTH,221,ME- BANGOR
20016,ME- FARMINGTON,222,ME- PORTLAND
20017,ME- FORT KENT,221,ME- BANGOR
20018,ME- HOULTON,221,ME- BANGOR
20019,ME- LEWISTON,222,ME- PORTLAND
20020,ME- LINCOLN,221,ME- BANGOR
20021,ME- MACHIAS,221,ME- BANGOR
20022,ME- MILLINOCKET,221,ME- BANGOR
20023,ME- NORWAY,222,ME- PORTLAND
20024,ME- PITTSFIELD,221,ME- BANGOR
20025,ME- PORTLAND,222,ME- PORTLAND
20026,ME- PRESQUE ISLE,221,ME- BANGOR
20027,ME- ROCKLAND,222,ME- PORTLAND
20028,ME- RUMFORD,222,ME- PORTLAND
20029,ME- SANFORD,222,ME- PORTLAND
20030,ME- SKOWHEGAN,221,ME- BANGOR
20031,ME- WATERVILLE,222,ME- PORTLAND
20033,ME- YORK,222,ME- PORTLAND
20035,ME- GREENVILLE,221,ME- BANGOR
21001,MD- ANNAPOLIS,113,DC- WASHINGTON
21002,MD- BALTIMORE,223,MD- BALTIMORE
21003,MD- BETHESDA,113,DC- WASHINGTON
21004,MD- CAMBRIDGE,225,MD- SALISBURY
21005,MD- CHESTERTOWN,223,MD- BALTIMORE
21006,MD- CHEVERLY,226,MD- TAKOMA PARK
21007,MD- CLINTON,113,DC- WASHINGTON
21008,MD- COLUMBIA,223,MD- BALTIMORE
21009,MD- CRISFIELD,225,MD- SALISBURY
21010,MD- CUMBERLAND,113,DC- WASHINGTON
21011,MD- EASTON,223,MD- BALTIMORE
21012,MD- ELKTON,112,DE- WILMINGTON
21013,MD- FALLSTON,223,MD- BALTIMORE
21014,MD- FREDERICK,113,DC- WASHINGTON
21016,MD- GLEN BURNIE,223,MD- BALTIMORE
21017,MD- HAGERSTOWN,113,DC- WASHINGTON
21018,MD- HAVRE DE GRACE,223,MD- BALTIMORE
21019,MD- LA PLATA,113,DC- WASHINGTON
21020,MD- LANHAM,226,MD- TAKOMA PARK
21021,MD- LAUREL,226,MD- TAKOMA PARK
21022,MD- LEONARDTOWN,113,DC- WASHINGTON
21023,MD- OAKLAND,445,WV- MORGANTOWN
21024,MD- OLNEY,226,MD- TAKOMA PARK
21025,MD- PRINCE FREDERICK,113,DC- WASHINGTON
21026,MD- RANDALLSTOWN,223,MD- BALTIMORE
21028,MD- ROCKVILLE,113,DC- WASHINGTON
21029,MD- SALISBURY,225,MD- SALISBURY
21030,MD- SILVER SPRING,226,MD- TAKOMA PARK
21031,MD- TAKOMA PARK,226,MD- TAKOMA PARK
21033,MD- WESTMINSTER,223,MD- BALTIMORE
22002,MA- ATHOL,231,MA- WORCESTER
22003,MA- ATTLEBORO,364,RI- PROVIDENCE
22004,MA- AYER,227,MA- BOSTON
22005,MA- BEVERLY,227,MA- BOSTON
22006,MA- BOSTON,227,MA- BOSTON
22007,MA- BROCKTON,227,MA- BOSTON
22008,MA- BURLINGTON,227,MA- BOSTON
22009,MA- CAMBRIDGE,227,MA- BOSTON
22010,MA- CLINTON,231,MA- WORCESTER
22011,MA- CONCORD,227,MA- BOSTON
22013,MA- EVERETT,227,MA- BOSTON
22014,MA- FALL RIVER,227,MA- BOSTON
22015,MA- FALMOUTH,227,MA- BOSTON
22016,MA- FITCHBURG,231,MA- WORCESTER
22018,MA- GARDNER,231,MA- WORCESTER
22019,MA- GLOUCESTER,227,MA- BOSTON
22020,MA- GREAT BARRINGTON,230,MA- SPRINGFIELD
22021,MA- GREENFIELD,230,MA- SPRINGFIELD
22022,MA- HAVERHILL,227,MA- BOSTON
22023,MA- HOLYOKE,230,MA- SPRINGFIELD
22024,MA- HYANNIS,227,MA- BOSTON
22025,MA- LAWRENCE,227,MA- BOSTON
22026,MA- LEOMINSTER,231,MA- WORCESTER
22027,MA- LOWELL,227,MA- BOSTON
22028,MA- LUDLOW,230,MA- SPRINGFIELD
22029,MA- LYNN,227,MA- BOSTON
22030,MA- MALDEN,227,MA- BOSTON
22031,MA- MARLBOROUGH,231,MA- WORCESTER
22032,MA- MEDFORD,227,MA- BOSTON
22033,MA- MELROSE,227,MA- BOSTON
22034,MA- METHUEN,227,MA- BOSTON
22037,MA- MILTON,227,MA- BOSTON
22038,MA- NANTUCKET,227,MA- BOSTON
22039,MA- NATICK,227,MA- BOSTON
22040,MA- NEEDHAM,227,MA- BOSTON
22041,MA- NEW BEDFORD,227,MA- BOSTON
22042,MA- NEWBURYPORT,227,MA- BOSTON
22043,MA- NEWTON,227,MA- BOSTON
22044,MA- NORFOLK,227,MA- BOSTON
22045,MA- NORTH ADAMS,230,MA- SPRINGFIELD
22046,MA- NORTHAMPTON,230,MA- SPRINGFIELD
22047,MA- NORWOOD,227,MA- BOSTON
22048,MA- OAK BLUFFS,227,MA- BOSTON
22049,MA- PALMER,230,MA- SPRINGFIELD
22051,MA- PITTSFIELD,295,NY- ALBANY
22052,MA- PLYMOUTH,227,MA- BOSTON
22053,MA- QUINCY,227,MA- BOSTON
22054,MA- SALEM,227,MA- BOSTON
22055,MA- SOMERVILLE,227,MA- BOSTON
22056,MA- SOUTH WEYMOUTH,227,MA- BOSTON
22057,MA- SOUTHBRIDGE,231,MA- WORCESTER
22058,MA- SPRINGFIELD,230,MA- SPRINGFIELD
22059,MA- STONEHAM,227,MA- BOSTON
22060,MA- STOUGHTON,227,MA- BOSTON
22061,MA- TAUNTON,227,MA- BOSTON
22062,MA- WALTHAM,227,MA- BOSTON
22063,MA- WARE,230,MA- SPRINGFIELD
22064,MA- WAREHAM,227,MA- BOSTON
22065,MA- WEBSTER,231,MA- WORCESTER
22066,MA- WESTFIELD,230,MA- SPRINGFIELD
22067,MA- WINCHESTER,227,MA- BOSTON
22068,MA- WINTHROP,227,MA- BOSTON
22070,MA- WORCESTER,231,MA- WORCESTER
22072,MA- ARLINGTON,227,MA- BOSTON
23002,MI- ADRIAN,232,MI- ANN ARBOR
23003,MI- ALBION,238,MI- KALAMAZOO
23004,MI- ALLEGAN,238,MI- KALAMAZOO
23005,MI- ALMA,239,MI- LANSING
23006,MI- ALPENA,246,MI- SAGINAW
23007,MI- ANN ARBOR,232,MI- ANN ARBOR
23008,MI- BAD AXE,246,MI- SAGINAW
23009,MI- BATTLE CREEK,238,MI- KALAMAZOO
23010,MI- BAY CITY,246,MI- SAGINAW
23011,MI- BERRIEN CENTER,248,MI- ST JOSEPH
23012,MI- BIG RAPIDS,236,MI- GRAND RAPIDS
23013,MI- CADILLAC,236,MI- GRAND RAPIDS
23014,MI- CARO,246,MI- SAGINAW
23015,MI- CARSON CITY,239,MI- LANSING
23016,MI- CASS CITY,246,MI- SAGINAW
23017,MI- CHARLEVOIX,243,MI- PETOSKEY
23018,MI- CHARLOTTE,239,MI- LANSING
23019,MI- CHEBOYGAN,243,MI- PETOSKEY
23020,MI- CHELSEA,232,MI- ANN ARBOR
23021,MI- CLARE,239,MI- LANSING
23022,MI- COLDWATER,238,MI- KALAMAZOO
23023,MI- CRYSTAL FALLS,240,MI- MARQUETTE
23024,MI- DEARBORN,233,MI- DEARBORN
23025,MI- DECKERVILLE,246,MI- SAGINAW
23026,MI- DETROIT,234,MI- DETROIT
23027,MI- DOWAGIAC,238,MI- KALAMAZOO
23029,MI- ESCANABA,240,MI- MARQUETTE
23030,MI- FARMINGTON HILLS,232,MI- ANN ARBOR
23031,MI- FLINT,235,MI- FLINT
23032,MI- FRANKFORT,249,MI- TRAVERSE CITY
23033,MI- FREMONT,236,MI- GRAND RAPIDS
23034,MI- GARDEN CITY,233,MI- DEARBORN
23035,MI- GAYLORD,243,MI- PETOSKEY
23036,MI- GLADWIN,246,MI- SAGINAW
23038,MI- GRAND HAVEN,242,MI- MUSKEGON
23039,MI- GRAND RAPIDS,236,MI- GRAND RAPIDS
23040,MI- GRAYLING,249,MI- TRAVERSE CITY
23041,MI- GREENVILLE,236,MI- GRAND RAPIDS
23042,MI- GROSSE POINTE,234,MI- DETROIT
23044,MI- HANCOCK,240,MI- MARQUETTE
23045,MI- HARBOR BEACH,246,MI- SAGINAW
23047,MI- HASTINGS,236,MI- GRAND RAPIDS
23049,MI- HILLSDALE,238,MI- KALAMAZOO
23050,MI- HOLLAND,236,MI- GRAND RAPIDS
23051,MI- HOWELL,232,MI- ANN ARBOR
23052,MI- IONIA,236,MI- GRAND RAPIDS
23053,MI- IRON MOUNTAIN,447,WI- GREEN BAY
23054,MI- IRON RIVER,240,MI- MARQUETTE
23055,MI- IRONWOOD,250,MN- DULUTH
23056,MI- ISHPEMING,240,MI- MARQUETTE
23057,MI- JACKSON,232,MI- ANN ARBOR
23058,MI- KALAMAZOO,238,MI- KALAMAZOO
23060,MI- L'ANSE,240,MI- MARQUETTE
23061,MI- LAKEVIEW,236,MI- GRAND RAPIDS
23062,MI- LANSING,239,MI- LANSING
23063,MI- LAPEER,235,MI- FLINT
23064,MI- LAURIUM,240,MI- MARQUETTE
23066,MI- LIVONIA,232,MI- ANN ARBOR
23067,MI- LUDINGTON,242,MI- MUSKEGON
23068,MI- MADISON HEIGHTS,245,MI- ROYAL OAK
23069,MI- MANISTEE,249,MI- TRAVERSE CITY
23070,MI- MANISTIQUE,240,MI- MARQUETTE
23071,MI- MARLETTE,246,MI- SAGINAW
23072,MI- MARQUETTE,240,MI- MARQUETTE
23073,MI- MARSHALL,238,MI- KALAMAZOO
23074,MI- MIDLAND,246,MI- SAGINAW
23075,MI- MILFORD,244,MI- PONTIAC
23076,MI- MONROE,334,OH- TOLEDO
23078,MI- MOUNT CLEMENS,234,MI- DETROIT
23079,MI- MOUNT PLEASANT,239,MI- LANSING
23080,MI- MUNISING,240,MI- MARQUETTE
23081,MI- MUSKEGON,242,MI- MUSKEGON
23082,MI- NEWBERRY,240,MI- MARQUETTE
23083,MI- NILES,187,IN- SOUTH BEND
23084,MI- NORTHPORT,249,MI- TRAVERSE CITY
23085,MI- ONTONAGON,240,MI- MARQUETTE
23086,MI- OWOSSO,239,MI- LANSING
23087,MI- PAW PAW,238,MI- KALAMAZOO
23088,MI- PETOSKEY,243,MI- PETOSKEY
23089,MI- PIGEON,246,MI- SAGINAW
23091,MI- PONTIAC,244,MI- PONTIAC
23092,MI- PORT HURON,234,MI- DETROIT
23094,MI- REED CITY,236,MI- GRAND RAPIDS
23095,MI- ROCHESTER,245,MI- ROYAL OAK
23097,MI- ROYAL OAK,245,MI- ROYAL OAK
23098,MI- SAGINAW,246,MI- SAGINAW
23099,MI- SALINE,232,MI- ANN ARBOR
23100,MI- SANDUSKY,246,MI- SAGINAW
23101,MI- SAULT STE MARIE,243,MI- PETOSKEY
23104,MI- SOUTH HAVEN,248,MI- ST JOSEPH
23105,MI- SOUTHFIELD,245,MI- ROYAL OAK
23106,MI- ST CLAIR,234,MI- DETROIT
23108,MI- ST JOHNS,239,MI- LANSING
23109,MI- ST JOSEPH,248,MI- ST JOSEPH
23110,MI- STANDISH,246,MI- SAGINAW
23111,MI- STURGIS,238,MI- KALAMAZOO
23112,MI- TAWAS CITY,246,MI- SAGINAW
23113,MI- TAYLOR,233,MI- DEARBORN
23114,MI- TECUMSEH,232,MI- ANN ARBOR
23115,MI- THREE RIVERS,238,MI- KALAMAZOO
