HRR,HRR name,State,Table 1. Region information (2001-05),Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,Number of deaths among chronically ill patients living in region,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
230,Springfield,MA,3801,46215.874206543,23822.5216144137,7319.70678161674,9104.65512907027,2023.36684145542,1520.4106931692,1328.88650420271,813.094510443638,283.232132171317,8628.41598510742,3575.07095938839,1611.4205340977,717.262447246758,422.629659184118,2302.03238519045,21221.9037340391,16.760251192899,1266.20439573307,0.954366761312084,=,0.855586580089998,x,1.11545316806125,3585.30168089189,53.3191589369205,67.2422774922894,0.97744421223572,=,0.869910239182555,x,1.12361502165352,45.9184964189014,6.82831827940313,6.30599203175061,0.522326245546749,39.0901781108281,70.8855999101342,19.6704011976524,6.81211787684165,8.74767693125105,0.778734506358525,39.2989478762938,9.88766532036102,1.77426234570175,1.6581250615418,0.116137283388525,8.11340296268463,12.8461822097144,25.3842731048251,9.89298405915025,12.9926249168871,0.761430744167168,5.9782448733652,29.9434473300831,13.0490096506054,21.9850143857253,8.17040549839678,33.6384873419627,8.17484951075195,2460.92816846968,2251.95053100586,208.977637463825,90.4533372109281,93.3188542380859,92.7499914254356,84.1463726893267
120,Gainesville,FL,2608,46201.6057815552,24650.6437517406,7231.69970699734,6222.72922554889,1677.37115792194,3903.93676197866,686.617883339602,1482.38149204035,346.225801987814,9259.27383422852,3657.87815098697,2228.54356948134,986.847737672974,515.226126795074,1870.77824929216,21471.4308542892,19.2740457930638,1114.007462928,0.965588204618825,=,0.983912158283894,x,0.981376433342344,3734.52580218249,59.8461163989026,62.4021411396208,1.01812649413652,=,0.976398549202682,x,1.04273659047109,52.8056049125036,13.9584216632719,10.4018740458031,3.5565475997043,38.847183201411,59.003928183642,22.742523390729,8.32764217721203,10.4188468071902,0.799286363579604,48.2947460694672,11.6419661519156,3.36830461218992,2.51026338338852,0.858041226863861,8.27366152405739,10.9658746725139,29.5547079981717,12.852141668741,14.6414882461291,0.877789296599602,4.13333893517616,25.6211339606876,14.9496605158384,43.8111666681867,19.2838434754306,28.9396379613985,7.48790709922335,2952.69670451346,2534.63650512695,418.060199386503,80.1094666195318,85.4580520150281,80.1717567249011,71.1536308901251
328,Cleveland,OH,11550,45988.4389572144,24521.7625269269,6581.04948015839,7976.08568925058,2004.86578921427,2844.94205995363,788.284040540476,1053.51629554803,217.933075622117,8372.98397827148,3829.47764391751,1730.95238834575,735.92796497135,421.208163449038,1655.41781758783,21268.5132074783,19.3367335087231,1099.90206969982,0.95646282831767,=,0.987112275492001,x,0.968950394058209,3835.66579724402,62.8184103629773,61.059580703822,1.04569982313288,=,1.02489198017124,x,1.020302474177,52.9773520786934,15.0723412987812,8.95221998838529,6.12012127490893,37.9050107034918,62.6016066656802,22.772455165156,8.65054457954924,9.44698107310881,0.915694073334532,47.9772092851057,11.5917304644847,3.73210534153327,2.42562332749367,1.30648201331496,7.85962511599064,11.8189976031822,31.699439439772,14.5594755089659,14.059828338922,1.03553721695596,5.17535112073352,26.9032552133214,17.7850160486856,40.3331765238103,16.0028402795275,36.5556442154322,8.60982945539397,2535.88908858923,2244.07540893555,291.81367965368,88.6880037073913,93.653348495426,89.6067182845088,79.7999526759218
335,Youngstown,OH,4369,45945.7452850342,24963.2155034466,6701.44618212731,8635.29848419355,1732.61005295977,1247.86147051456,1164.7212848094,1289.45297467077,211.139332312239,9042.88610839844,4041.34895678697,1797.09213352811,780.011120662372,410.624290348092,2013.8096070729,21436.1501065506,19.8919612476265,1077.62878882083,0.964001599883551,=,1.01545584843921,x,0.949328916038301,4054.82939346967,71.5314762646364,56.6859458969994,1.10544938055652,=,1.1670469839944,x,0.947219259993247,54.4985239661,11.8951515237393,9.41230793521829,2.48284357255452,42.6033723844241,58.4300990058556,24.4745796561853,8.7773293512615,10.9056482393604,0.804842514503866,48.5538347637,11.9083272438771,3.03297745580047,2.52110178023577,0.511875666677952,8.87534976005554,11.6387707498337,36.4257222879059,15.5871339980793,17.8728226857814,0.872113726640361,5.11254016483989,32.8698369448363,17.7364945650034,20.4372352645296,8.34299812654276,34.5702897734191,8.37507550929542,2739.85008053595,2395.97207641602,343.878004119936,87.4846863889776,91.145135492131,88.578359662906,80.6548223677698
400,Lubbock,TX,3748,45811.1938171387,22853.0700133248,7133.91447319669,5544.14477496859,3330.65202260737,4241.65933134927,606.325478232407,1840.30607777493,261.121645684645,7431.21249389648,3013.91462101526,1932.17406172527,752.72105053683,432.862469349179,1299.54029126994,20020.0924875899,18.5498333608947,1079.25996412424,0.900320304342135,=,0.94694216117784,x,0.950765887562,3129.50735964365,55.5126672818932,56.3746530814674,0.853183114864641,=,0.905697663573131,x,0.942017572948892,50.8214612627252,15.5973287895482,8.53341579029005,7.06391297791102,35.2241324235315,46.2487144454383,19.8187224604491,8.21702628287012,7.25163997330578,1.13312661868461,46.2821359809947,10.7357307159254,3.57106608257655,2.18808306008577,1.38298302143812,7.16466462612152,8.89666604144769,27.519224408965,14.3198766805507,11.0681408707442,1.29379241263558,11.4386446028777,30.3839689719781,16.9845234212251,39.7757936392606,23.7110228365643,22.1913289112736,6.42363711102506,2474.71822050211,1977.37190246582,497.346318036286,78.0794313731161,84.0313592914662,71.654494238809,72.4428429320707
406,Odessa,TX,1509,45741.549659729,22669.5051129736,6860.71290023413,5808.1441906532,2937.44727920109,4579.06923426517,881.921993649115,1755.36900008597,249.379948666727,8382.56750488281,2979.25925843658,1827.40184447483,885.191029443928,454.59865697305,2236.11671555442,20061.4168569259,19.2256857104591,1043.46951047953,0.90217869579564,=,0.981443446018642,x,0.919236558617263,3030.30636398735,58.52456834768,51.7783633359762,0.826138406306629,=,0.954837290468455,x,0.865213806114877,52.6731115355043,18.6561506575792,12.6727465489139,5.98340410075776,34.0169608592987,28.4701036733055,19.7570474606215,8.06731895727882,7.98169770399093,1.0107271982056,50.5052445686027,11.2019513385905,4.29413420961674,2.8747641518712,1.41937005147338,6.90781712532043,5.43525705502665,27.4918456637782,13.5805438138853,12.2106517521898,1.11218828359836,10.2329922929182,27.8550681200936,17.4916060154884,49.1125065009466,24.1122300638262,16.3284092418696,5.85612398111781,2791.4937009211,2314.85089111328,476.64280980782,82.6403981946395,91.9237575621188,73.8341672552199,73.0389532084539
91,Stockton,CA,1436,45701.4679107666,26196.1055627792,7006.80246337777,7375.92703792181,1400.91924394308,1009.35570599589,1098.11585969688,1476.11690698656,138.125130065419,8437.56552124023,3152.19137424171,1715.57618905877,812.806472016873,291.749400461963,2465.24208546091,23671.8954391845,16.2480237247341,1456.90921186612,1.0645449375108,=,0.829438108765114,x,1.28345313081371,3165.04319038928,53.3256284572918,59.3531343549781,0.862871084017815,=,0.870015790397649,x,0.99178784286597,44.5151334924223,14.1864133225034,7.27659402644798,6.90981927391601,30.3287201548276,62.4138932461873,18.4763502448643,7.11098626293183,8.00539131011505,0.888274662344973,40.5712504297087,9.88580513177409,3.41801854985681,1.98820750787854,1.42981103807688,6.46778658032417,12.0758343199643,25.5194827577996,12.3598322368984,11.5928272766912,1.06616202776948,3.59629180197009,33.9466180962634,19.7963627962054,17.9337691727302,6.94568918512401,17.88823666688,6.04646874590476,2711.08843322584,2310.95681762695,400.131615598886,90.9328416470064,97.0391923595006,92.3766655588952,79.7930411849236
119,Fort Myers,FL,6430,45669.5219802856,21727.9290119344,10194.8487963138,5443.49556609766,1983.78803846698,4147.77906012715,548.68692807241,1245.56982366801,377.424755605192,12405.9392089844,4075.15944063561,3227.76056889425,1379.12990731889,685.391453814338,3038.49783832131,18527.3588669809,16.7854687287304,1103.77369654677,0.83319082487337,=,0.856873898817621,x,0.972361074392707,4085.68488487499,63.5441093363423,64.2968314064998,1.11386137044584,=,1.03673186999848,x,1.07439676803557,45.9875855581654,15.2928500292846,7.23469038940456,8.05815962487704,30.6947354584524,49.2536449190906,23.6833153699841,10.7274268024943,8.11498763434153,1.32192768317936,41.9312468028232,10.2140482363124,3.83549541868902,2.01837242394686,1.81712298840284,6.37855280935764,9.37946537831144,31.1356730724474,16.7634605097698,11.8521900887001,1.41437661599371,5.63463726795028,25.6918648245109,16.9107323749319,46.9943237111785,18.7089929691768,36.1216482053763,8.48555541047437,3615.0614347799,3291.98522949219,323.076205287714,84.416531952091,90.5621014995396,82.3157407407407,75.5744435139101
339,Oklahoma City,OK,9782,45624.144317627,23232.8271923446,6495.61110799334,6779.4747370751,2748.68733573253,4224.8557547002,565.209684949157,1382.03865525093,195.43984958114,7789.50366210938,2805.70823433529,1672.96428884407,690.89843819081,357.438243891143,2262.49445684807,20651.0732267609,20.8701791854446,989.501481672159,0.928696035946602,=,1.06539245919568,x,0.87169383256919,2839.69493916164,54.6022239052416,52.0069465318801,0.774172895294026,=,0.890843640528953,x,0.869033419640678,57.1785731108072,10.2603744080712,7.24238722699962,3.01798717820481,46.9181986704265,41.0246808116404,18.4003421635077,7.23658038187926,7.34375585634683,0.985405904476666,49.0702170215241,11.8123523953907,2.64511062840059,1.98871016129851,0.6564004663378,9.16724175214767,7.75847325674775,26.8344297174438,13.1997707472913,11.9620851818056,1.10346737601971,8.5876766058963,32.3710558560226,17.4059606878655,38.6770652285052,23.7697632148988,18.3586592480477,5.84930159209065,2471.85481317115,2100.2183380127,371.636475158454,87.2875786226772,89.1578150785778,85.3435167482177,85.4665591124826
89,Santa Rosa,CA,1376,45610.3075866699,22870.2451066163,8520.06283977115,5795.84791959184,2303.5527030729,3395.42264473832,837.769181960835,1575.92042903982,311.486761878732,9483.25521850586,3243.11643959595,2099.87406609254,878.73824506218,487.8701058271,2773.65636192809,20625.8616798982,13.9285105102901,1480.83757158817,0.927562251596783,=,0.711030314288829,x,1.30453263799945,3293.97265173508,48.4791622866629,67.9461545201099,0.898020526657681,=,0.79094495301498,x,1.13537677082905,38.160302767918,8.91587464613561,4.54944856975177,4.36642606780954,29.2444280565602,37.9484933889521,18.9103637649078,6.98129200462954,8.169552496718,0.854550112436902,33.1239199648573,8.01664095129794,2.05702787362817,1.16972356662154,0.887304302304983,5.95961306989193,7.23803131084401,21.0043618871004,8.40016428233549,10.8304829517524,0.775603850701442,4.21478040076292,25.8857661127556,15.2528387087081,37.0115813612465,14.9338011758756,18.7479864304184,5.95745948348274,2715.22165342819,2330.15188598633,385.06976744186,84.4942133394223,92.6839171110995,83.87944806758,71.2545505678553
11,Mesa,AZ,2365,45598.082649231,22938.5588003356,7937.04991331397,5297.82869869349,1801.52495526118,5428.67505228535,678.777078704321,1162.75974170187,352.908408935225,10321.5308532715,3737.12407214961,2277.09787129814,1141.69147594255,558.769841252348,2606.84759262885,19751.9884992341,15.8519783253596,1246.02671627651,0.888263443738645,=,0.809220563997362,x,1.09767779423552,3742.53894780598,58.9254138896805,63.5131550337978,1.02031108096034,=,0.961377146840336,x,1.06130157588382,43.4300776037249,18.3093114362699,5.62267332044366,12.6866380645804,25.1207661138822,36.3295142268178,23.4059729611334,8.78562426023781,9.9553227272701,0.882505218657734,39.9612226306576,9.45249176290669,4.36448085723093,1.53010660409927,2.83437424898148,5.088010892272,7.16474265668568,29.6589403796195,14.0234149157144,14.040706961352,0.998768434831293,4.96138400342394,21.6938536354547,16.6365163037496,57.1760089092285,24.3102554979064,35.6080209500671,8.54005512674637,2955.61521136746,2655.01943969727,300.59577167019,86.6324479034507,92.2667237369785,87.0954937520159,76.9332909485276
426,Arlington,VA,4888,45585.8241043091,25107.162209771,7582.4162644452,5799.14183938501,2094.69577980232,3377.74866059437,301.967072360289,1012.25202670532,310.440251245585,9986.92794799805,4456.79398320835,1833.34854071881,984.748633402284,549.984669772869,2162.05212089574,21369.3412872459,20.9635815103005,1019.35546064712,0.960997151399288,=,1.07016051277532,x,0.897993469135824,4460.45738680135,68.5120762199642,65.1046885877557,1.21603386400903,=,1.11778501011075,x,1.08789602026292,57.4344698912343,18.016235283779,8.59129273728149,9.4249425277318,39.4182345638536,47.185179647121,24.5882121283215,10.7160665992391,9.60809943516252,1.11531595520565,51.8755575565443,12.688743444058,4.37169692375442,2.35815643519163,2.01354048401117,8.31704649329185,8.99764752740128,35.0112482035307,18.5878893403673,14.2046788866008,1.30857511730878,4.7849883863503,30.5034565324961,19.1294095962922,39.0605487088203,15.3168797343405,38.2785609897797,8.96317769336576,2879.54297639188,2614.19784545898,265.345130932897,84.6538411678864,92.3938264726855,84.5681931351098,71.8109643484054
14,Sun City,AZ,1691,45315.1666641235,24714.398128736,8243.06997015031,4227.09072966873,1197.83904681938,5151.71222286175,566.765220670169,973.460245603843,240.831099613315,10848.4290161133,4178.26001229429,2695.51760405018,1184.07234262911,639.281147900901,2151.29790923882,21198.3065186669,18.8164451473067,1126.58402544761,0.95330557479965,=,0.960552307226521,x,0.992455660798111,4183.48555504823,67.6873857068864,61.8059851382709,1.14052431474509,=,1.10433005816127,x,1.03277485414468,51.5519045131689,18.7210814114079,5.42573341972207,13.2953479681929,32.8308230393553,27.5262799101284,25.930462946979,12.2487687231157,8.6262329425908,1.41994411751149,46.0570653772926,11.1478274647228,4.42559483817005,1.4783048518002,2.94728998094797,6.72223262488842,5.66893558130273,34.9841352572282,18.9920318287625,13.4034167895456,1.41695450697138,3.09481657606098,19.8463878959841,14.746012699276,59.021131317642,21.8102654745575,40.3767758914313,9.20483588204147,2992.25193063836,2749.14666748047,243.105263157895,82.2723440996485,90.8629455426893,76.6051114227832,71.7328301458239
154,Aurora,IL,724,45069.7990036011,23621.7363301507,7577.23169630392,6177.50650277917,1998.68457862084,3301.09918252685,857.463677587742,1304.93031284565,231.146722786223,8961.67111206055,3279.5881653462,1978.58154101884,724.266608632359,489.726986069113,2489.50781099404,20787.1399795377,15.7421366731511,1320.47767155973,0.93481507162772,=,0.803613306535474,x,1.16326479915803,3281.24689808828,53.800605536219,60.9890328442365,0.894551163308232,=,0.877765114141195,x,1.01912362304745,43.1291415702771,13.9275254472064,5.94361522426344,7.98391020053054,29.2016160814729,47.8490804792631,19.3886044746328,8.14944513532968,6.98400212916855,1.16687323179552,38.8005450980304,9.20699201392003,3.02836940369901,1.46561165526509,1.56275774165988,6.17862260341644,8.4714951557734,25.7288393291744,13.5312586509742,9.84346012343249,1.37464453365975,4.21291882095848,26.0801373147287,15.4395185323993,43.3650647825864,15.2428840025821,30.8280433617701,7.52600272746285,2730.21270077532,2390.20855712891,340.004143646409,85.515638778137,94.2135866896663,89.7248022015824,68.2129499766246
101,Boulder,CO,594,45049.9184265137,20400.6518966226,8320.64414678959,7867.96268063585,2141.27557085712,4180.83260935969,540.605127135321,1363.0166035989,234.929791514631,9142.44284057617,3333.65197017026,2020.78793876915,726.031192358407,408.211006169097,2653.76073310926,17825.4188914482,15.3499944571425,1161.26549369233,0.801623997058101,=,0.783595013632689,x,1.0230080374578,3346.39752580953,54.9064696183748,60.9472353452795,0.912312877567607,=,0.895807455907119,x,1.01842518897521,42.0547793346371,9.51234298217736,4.75895776324076,4.75338520864918,32.5424363351848,60.5484460630737,19.8341541045404,8.92439528246596,6.86595900924126,1.29980316958696,36.2986491048989,9.03091833746033,2.33865414382424,1.39900017529726,0.939653966575861,6.69226418435574,11.4032318241279,25.4162147137025,13.7632513577578,10.2090194047131,1.34814626284321,5.70123589562483,20.6133549199752,12.2631177082745,51.0862541547151,18.6614263336427,23.5704123776776,6.71155365484005,2591.47138345121,2257.76431274414,333.707070707071,85.2968108176793,91.4026127383404,83.5507783543366,76.2844959254727
260,Meridian,MS,1325,44904.1804733276,20864.6151196282,5217.92425426197,7364.33911189499,2217.07145158625,7014.19034153521,687.53934704928,1312.739912246,225.760935125705,6958.43183898926,2677.47280963087,1474.93742988507,614.848221895555,413.849801372776,1777.32357620499,18180.1752861241,22.4904582819709,808.350592868884,0.817577688851479,=,1.1481053633779,x,0.71211032970531,2851.50968440199,59.5651591376872,47.8721072130541,0.777393894635801,=,0.971814688482127,x,0.799940465861871,61.617693923208,8.03936538053298,5.77844605870443,2.2609193031102,53.5783284331021,34.9470498895939,18.9193517450352,6.6538458609054,8.48445266131257,0.78423984746189,51.1123347159934,12.3828173037252,2.07152553525398,1.58937870711088,0.482146827504039,10.3112917542458,6.3346934912291,28.4685432313175,12.2640625727837,13.926130393521,0.880651137554293,5.71269265805615,34.0183855175454,13.8305535489866,38.127320615076,28.1426789586727,17.9097725104105,5.9079626983761,2295.27091624134,1918.26638793945,377.004528301887,87.3872530953891,97.1044277291477,91.7783208740655,68.2645835200072
62,Napa,CA,1443,44898.2469482422,25403.7069551033,7667.16730250522,5321.48732928041,2037.10321420135,1919.08075486561,1003.11029131549,1375.95040134761,170.640699623211,8085.85154724121,2850.64614810435,1865.77042758562,554.777584910197,346.117826310088,2468.53956033096,23131.0182767762,14.3814173415577,1608.39628858659,1.04022123911765,=,0.734150552906006,x,1.41690452319365,3004.00225724665,47.2536407021451,63.5718690160161,0.818967239364457,=,0.770950380783026,x,1.06228268352713,39.4011434015279,8.81347246536418,6.40558086029471,2.40789159417969,30.5876709010503,42.2419139819922,18.1712471370584,6.03798605891013,8.27477918465748,0.729685460381268,34.9570160604095,8.6668105528221,2.22442102777083,1.74561810865998,0.478802915662527,6.44238951802254,9.27010194716209,21.8928854009727,8.5657544708071,11.6102565190146,0.737774781873129,5.02091894894022,26.961989949192,13.7325082522009,24.0013168627751,9.83604396352757,17.4320197279541,6.05289604080149,2483.98683855952,2131.1275177002,352.859320859321,87.4300698692572,93.4282603461343,87.9023883696781,77.1182067408483
