HRR,HRR name,State,Table 1. Region information (2001-05),Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,Number of deaths among chronically ill patients living in region,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
149,Savannah,GA,3707,41647.3600540161,23016.838577059,7107.20446619482,3958.88660252593,2062.78214257863,3381.28703789881,573.259293062147,1312.01633358635,235.085601110419,8628.82125854492,3215.50176559265,1979.04675802925,749.432662180817,468.544083814576,2216.29598892763,20182.484950162,19.281564719432,1046.72443568971,0.907623229212058,=,0.984295988599042,x,0.922103960317756,3233.43770937498,61.7147770591248,52.3932494526755,0.881517165346901,=,1.00688603389478,x,0.875488521711903,52.8262047107725,15.3031772259709,8.94974737542949,6.35342983758613,37.5230274788321,39.1830355897758,20.3447227437122,9.233135027899,6.81204874863634,1.35541235369863,47.9203215098544,11.5248398831605,3.75672519843074,2.34814509749413,1.40858009457588,7.76811467111111,7.36417907493219,30.0254026894355,16.737157468996,10.9723334485651,1.52539635688749,5.71647605903039,30.7057562331283,19.2995525521166,41.4411401089642,19.1436541044475,27.0763686634429,7.13841794317532,2733.62421471776,2360.29861450195,373.325600215808,87.8289596968044,93.4290060221544,88.4230144739904,78.0995126364303
145,Augusta,GA,3204,41619.6488494873,23127.6917776564,6972.3412719015,5542.34974406383,1753.55675224479,1920.498685861,677.549338858637,1390.76975377472,234.891525126419,8044.30493164063,2678.63254889277,1741.08199862543,598.669145242396,439.214996575267,2586.70624230477,20555.9461727184,19.0754263332059,1077.61398427752,0.924418092760285,=,0.973772922156506,x,0.94931587408805,2735.33811041144,52.3358634552805,52.2650803831431,0.745722575809674,=,0.853867622894617,x,0.873346823107859,52.2614420087832,17.9456342295965,9.1713254174141,8.77430877865177,34.3158077703763,43.6476223838462,18.6050671640676,7.7342090469713,6.9213510302094,1.11744210244706,48.2681527325552,11.8431107658089,4.45926377379521,2.5087269321084,1.95053683593869,7.38384698331356,8.38092324744807,25.6033713977722,12.947633592193,11.0017549368245,1.17686984181545,4.49179899599906,38.1801685549083,22.0741092418194,26.2685229007346,12.1251729156836,21.5133161865752,6.37049998047593,2579.19944566972,2182.59582519531,396.603620474407,89.3116683770047,95.7994272250499,89.4203459391908,78.4262852554718
86,Santa Barbara,CA,1343,41595.9038925171,20984.1675628627,8620.37505322602,5812.75570442631,1587.02812820289,1970.13871551905,861.724849224543,1385.95159511776,373.762283937824,10273.4195861816,3328.65957331066,2397.98334137322,911.409255732246,577.529796521964,3057.83761924351,18642.1816503856,13.2946944685014,1402.22715870258,0.838354501482977,=,0.678674922155451,x,1.23528139041942,3349.18704115753,50.3781594529058,66.4809329584261,0.913073370233086,=,0.821927382446166,x,1.11089299338788,36.4238204616475,12.5973977216739,5.21841068586258,7.37898702899071,23.8264226750152,39.9827893874734,19.7123787185479,7.91360669630406,7.27326029229495,1.08804117799654,33.076420064046,7.81233017986857,2.81973890420122,1.2118386849761,1.60790021345019,4.99259126186371,8.11270880941572,21.9499566457446,10.4760177220359,9.74425948546961,1.07509634135436,3.5086903997501,29.1338798967742,17.1311163569824,27.9308895577011,10.2303277183057,20.6214630821886,6.32880014015981,2983.75503862712,2636.1764831543,347.578555472822,85.6240089982194,88.7824233811925,86.9430699798815,79.4806110388226
238,Kalamazoo,MI,3677,41539.2118148804,21865.5850726672,6385.34415414278,7036.32929332484,1996.5867023163,2173.06719751581,763.792991463377,1153.43738854387,165.069014906221,7169.79315185547,2824.98120641888,1620.16916474172,702.396707445779,329.75386988779,1692.4922033613,19518.5070144355,15.4993639008188,1259.31019745942,0.877763586079025,=,0.791220107672991,x,1.10937977633121,2898.60507679165,49.133041082313,58.9950268279872,0.790233293607324,=,0.80161308564988,x,0.985803884384786,42.4640106871748,8.57657182513406,6.96432741537486,1.61224438821616,33.887438823099,51.9429249480019,18.2014205546114,5.71326166388445,8.63153035975771,0.661905991841384,37.4743146286027,9.07492884799147,2.05349210066769,1.77287416160107,0.280617934651673,7.02143673598766,9.60597192989784,22.7246671617085,8.02950107353559,12.264928147924,0.654671676563768,5.42291731877046,27.5174432643783,13.6364759747882,32.93081805254,12.5228070484879,25.6311608957835,7.13196457707694,2255.40712971463,1946.46505737305,308.942072341583,87.2081172094775,91.3017319060926,85.4304645510606,81.5705278207302
281,Lebanon,NH,2507,41531.2890930176,21267.9689737416,7528.43834073857,6683.97078668405,2774.01203841281,1273.96433180703,911.643924094132,1021.98496447735,69.3057330620577,5359.38841247559,2116.05640072641,1256.95331836405,426.423218696439,202.929953181778,1357.02552150691,19529.9944733154,14.8143803996788,1318.31328387779,0.878280186713177,=,0.75625269075225,x,1.16135809822976,2395.7263788682,39.1095468359981,61.2568176490112,0.653135800427996,=,0.638078242807132,x,1.02359829345476,40.5873435607639,6.65902281082167,6.25963031429134,0.399392496233117,33.9283206691481,58.2306688011654,14.6359212273169,3.99084912517473,7.19787950907627,0.554447892624823,35.2350784695312,8.70898539759927,1.77234565045414,1.68828132003546,0.0840643267147243,6.93663974106312,10.8988662127758,17.8892935229705,5.03888723569764,11.0528838771318,0.455888914758528,9.20884842963317,27.3443844656269,13.4434357372542,16.5738044379691,6.99679223047462,18.5394619284185,6.2077678452475,1688.54407150944,1429.71279907227,258.831272437176,89.6935758397902,94.5340975974696,86.8703534978447,83.5081878049548
1,Birmingham,AL,12682,41520.1486816406,22092.9159128161,5908.97931666568,5020.86165496631,2491.13861454605,3387.78566660614,780.641478723413,1563.79449583563,274.031541481279,8039.04333496094,2969.85425587009,1659.30581233462,736.978072799069,415.287422787689,2257.61777116947,19299.276181453,20.5425063036744,939.480114848542,0.867904592151083,=,1.0486652325524,x,0.827627888490821,3006.06530661892,56.9050655415873,52.8259703773125,0.819529678971486,=,0.928414854303031,x,0.882719266255939,56.2808391881492,11.5110649597165,9.33607275763603,2.17499218574942,44.7697740711578,50.0393205282569,19.7738685190627,7.35049914371823,8.64414912021607,0.85034386166796,49.7564318755718,12.1872502505114,3.03768441232599,2.55199012905359,0.485694276168942,9.1495658159256,9.21798859770388,27.8847820905973,11.6941835519178,13.9106116770219,0.840666379267475,7.37404366390643,36.7191001158945,20.0431536819569,34.831867618616,19.785616403025,23.4854855168157,6.7022675075027,2627.09736696588,2189.18859863281,437.908768333071,86.0659583623479,90.6666313201673,86.1068979324043,78.3708770526114
19,Little Rock,AR,8987,41510.1808242798,22787.3517407827,6664.15122479755,5353.66931754225,1729.40704258227,2512.95886917543,789.486009898436,1447.06675274356,226.089866757604,8292.44985961914,2898.31889740618,1743.59457811674,606.363668517097,469.764536662064,2574.40817891706,20108.6085553882,21.7080767103227,926.319213982971,0.904300945947499,=,1.10816591584173,x,0.816033892596863,2976.89100376756,61.8987820323883,48.0928849651665,0.811576023740727,=,1.00988810319771,x,0.803629650820676,59.4741827680075,10.9909964684548,8.80053057654263,2.19046587303077,48.4831862253686,41.4042922310186,19.905733306537,7.03265939124086,8.99286883441217,0.782026238871586,51.7536514068711,12.719664775759,2.89457301232209,2.36206810176373,0.53250490501523,9.8250917494297,8.08481589239048,31.300023697588,13.8302394271802,15.4024633728158,0.897923864022268,6.16223099136944,35.7032448015979,17.8639606032464,28.7734838671159,13.9126592748576,23.0701994101281,6.68387445541518,2636.55400698551,2239.99542236328,396.558584622232,84.0331622664769,89.5179126222198,79.4646688249641,77.937573967914
327,Cincinnati,OH,7224,41508.4200592041,21253.8144689456,6728.78615272726,6237.1216815423,1393.00860231951,3862.13259267783,781.268177366771,1037.28176002403,215.006623600799,8365.37475585938,3188.02952580029,1752.85055217595,664.901834004727,418.842585830287,2340.75025804813,18684.5667160365,16.3736310095049,1141.13764412977,0.84026059333695,=,0.835850178964693,x,1.00527656089961,3203.40652371819,55.3731348956385,57.8512762507601,0.873329902120699,=,0.903421171334306,x,0.966691870670726,44.8592630397393,11.0135735213905,6.06117354680414,4.95239995317916,33.8456894436928,52.6572661861691,19.7225366708657,7.28458518475315,8.50663906687052,0.856341162178056,39.4284273561549,9.64277810395299,2.72121098288583,1.61563203856349,1.10557894036174,6.92156711220741,9.62862461260253,26.0608265509757,10.9268573889255,12.7447110461064,0.857364074351747,3.86401633271375,23.1652588699418,13.4350493396936,47.9585365685159,17.8493830858699,28.835881283991,7.51980191484522,2540.76966707519,2257.31216430664,283.457502768549,86.0213790074448,91.0559430615469,86.5057898517772,77.3074983543865
131,Ormond Beach,FL,2055,41474.9539108276,20564.0344278342,8061.66486745554,6139.09341896364,1923.88582876911,2747.3654388517,444.672972955659,1259.86868209529,334.368273902452,8768.11102294922,3641.2994846023,2050.56558855666,914.628963766809,494.064310373754,1667.5526756497,17677.5808279534,16.6554672780076,1061.36805007539,0.794975595688253,=,0.85023751280225,x,0.935004141452349,3644.8906642265,58.3458174267556,62.4704704634931,0.993689681113234,=,0.951920941833635,x,1.04387836998222,45.6314172000207,19.2217735029085,10.1477398447794,9.07403363348687,26.4096436435229,56.6659495671845,21.8008738704259,8.16345989910018,9.2065448878841,0.886701797309799,44.1028761332982,10.5328650907951,5.04043888363456,2.84245008230209,2.1979887932539,5.49242620170116,10.6116221652207,29.5709469391042,13.6641578711616,13.6573992968383,1.00049486539687,5.1897232244391,26.4169359053076,18.5900359062317,45.2637231004784,15.221279069016,31.5968142990352,7.91461718591907,2691.13431008889,2359.33139038086,331.802919708029,85.3259114822964,87.6304639579785,85.9601635663335,81.0621559668016
7,Montgomery,AL,2331,41461.396686554,19429.3701984775,7573.81118343172,6639.52410552457,2397.10070984082,2770.10446504653,786.563096749636,1511.56038192918,353.362545554046,9829.6628112793,2838.80303256242,2124.83073651522,854.008161964142,549.39259785283,3462.62828238469,16987.7281197768,16.8523359799905,1008.03402803902,0.763952342396001,=,0.860287375272549,x,0.888019938865155,2867.09659640519,51.6865315421107,55.4708646694406,0.781643282352699,=,0.843273673343338,x,0.926915314756252,46.1707835068233,8.10271232136768,7.63080387491069,0.471908434562079,38.0680711302039,51.4870834166921,18.5987016857661,7.1421027517201,7.76823958412768,0.919397847398151,40.469167594581,9.99290026669637,2.11085726458811,2.03086557239294,0.0799916919786483,7.88204298913479,9.26086677459885,24.6850770003282,10.833778255514,12.0703896455464,0.897550002415318,7.2088067955175,34.2635662180118,17.4151820906961,31.5108816951549,18.5717784912498,21.9826092494002,6.36806893248321,3010.20677558837,2581.82153320313,428.385242385242,79.0026830597137,84.1132081686125,75.0166484206703,73.1424976375778
204,Lexington,KY,7534,41380.2224197388,22464.0966965486,5632.66196667138,5223.2032228263,2579.19879801628,2587.90763387739,1045.2449089229,1595.75915636135,252.150036514598,7505.83073425293,2906.25310725778,1517.36917033018,618.233696246292,389.293269075161,2074.68149134352,19876.0307649201,19.5726602356708,1015.49970855247,0.893841728177787,=,0.999155993640243,x,0.894596773544078,2982.02123469919,55.0388693245891,54.1802778889381,0.812974654867999,=,0.897967577379344,x,0.905349675586961,53.6237266730706,11.9758281140859,8.04698832639276,3.92883977253143,41.6478984976468,53.280508955882,19.6072685050699,6.46593176430329,9.50375971596775,0.680355139181343,47.2352461353557,11.5210388206853,2.98530337488389,2.1402752995491,0.845028067007661,8.53573542833328,9.96777490131757,26.8420760738524,9.94640451562589,14.9834881592915,0.663824365186817,8.06962245800987,33.5024263963346,18.0694136181937,32.5003603644662,15.1245455821657,22.8781764339838,6.64783861725617,2523.16735856451,2080.1990814209,442.968277143616,84.446806322222,89.4210447946545,79.1744625324901,79.6713047279892
188,Terre Haute,IN,1305,41330.1617279053,21439.7559504844,7354.12952155701,7260.67235219541,1149.01684943618,1737.04132159616,573.126251666473,1495.667239241,320.752241728667,8903.42306518555,3096.39435627412,1644.96332014371,760.60129213375,485.051099323337,2916.41299731063,18681.4928729853,18.5142077502144,1009.03549992675,0.840122360043918,=,0.945123525284215,x,0.888902177936238,3119.56813188743,59.1515161433176,52.738599706034,0.850473429178723,=,0.965066039716044,x,0.881259306802428,50.7238568499023,18.9728885175243,8.38516858750827,10.5877199197469,31.7509683027659,59.4743700866738,20.1690233259069,8.73307383609271,7.79662440152066,1.12010959953251,46.9786990280837,11.1129464734221,4.45062141373453,2.2243572100997,2.22626420110464,6.66232505440712,11.458790618157,29.4456643261946,14.5183603418181,13.1995433490985,1.09991383473199,4.07612301359821,36.3460471333663,23.4208805778693,20.1993724489539,10.1970688721735,27.5766383994785,7.11661301165322,2895.98545614074,2480.14331054688,415.84214559387,85.8543285587287,90.0586975827259,76.3429977353426,85.1879340676574
129,Ocala,FL,4027,41180.6327171326,20054.6409929881,8472.93247894039,5971.62396626559,2043.29424825111,2515.70590188286,344.374231058821,1463.29246731632,314.768430429402,10517.9309997559,3520.86756591648,2750.90379464437,1203.71911497064,587.113602617387,2455.32692160702,17026.7693617669,15.9049545371548,1070.53241315413,0.765708059703112,=,0.811924922980668,x,0.943077417665804,3605.57302193493,58.2935099132711,61.8520488352699,0.982970694172339,=,0.951067536744853,x,1.03354457616825,43.575217910013,9.64552605169395,6.16046410717376,3.48506192230199,33.9296918209285,60.004419808326,22.3575094970738,9.35083130278667,7.97702146620604,1.17222090255124,38.173026948759,9.82877927473428,2.50528147058145,1.69693838059902,0.808343086391687,7.32349780201912,11.6751524301827,28.4066796159823,14.0352815528844,11.5513940509458,1.21502924157758,6.63445606336959,26.6743361813349,14.9484219369755,41.0603812080094,14.1892173907434,32.0838010316504,7.74917579933414,3305.16613864259,2908.42514038086,396.740998261733,86.0317163901661,89.7948298991274,85.8071921136669,79.9095433928966
375,Johnson City,TN,1466,41147.0027694702,22486.5125259799,6183.40031859517,5002.38067631448,2840.90967144599,2062.92727924522,820.389510561189,1608.92275234252,141.560034985734,7701.55284118652,3144.22052122892,1267.97425726017,611.139244929338,366.783918016208,2311.43489975188,19869.7681446229,20.0299963814837,992.000585830912,0.893560092904851,=,1.02250234235806,x,0.873895399441481,3157.93416972698,59.1264191168244,53.4098668056898,0.860932984599833,=,0.964656577887411,x,0.89247614574429,54.8767024150238,14.2002124050664,5.83949197236806,8.36072041563792,40.6764900031155,52.1513791576355,19.9220100505366,6.32483648744773,9.85422168351883,0.641840288414255,47.6273258765266,11.9468681269484,3.69441941149565,1.63754250481725,2.05687690526247,8.25244870781899,9.68861337130049,29.5129067031021,11.1567803825621,16.0334548248695,0.695843815598418,8.68638059661903,36.6611706176169,20.4760445786282,22.0853953398422,11.4445521782625,32.7521579054682,8.04338332124606,2438.20054020693,2020.37243652344,417.828103683492,83.4199351643541,89.0604766025882,79.5394273095181,76.6060380038545
347,Altoona,PA,1666,41063.054725647,21147.6435872343,7009.96940963225,7160.23534049268,2241.01522155527,1356.73471264644,896.59715963201,1118.81617988627,132.043114567787,7882.16857910156,3119.69806907576,1594.40667206948,587.033967975016,334.770193876554,2246.25967610475,18518.7888869304,18.174756041066,1018.92915894371,0.832805425702409,=,0.927795006541069,x,0.897617921880403,3153.43180082243,57.5172577942803,54.8258370053242,0.859705524592616,=,0.938402864608968,x,0.916136935441745,49.793852167304,10.5874703960917,7.51119725508233,3.07627312124592,39.2063816932783,49.9461905347208,20.1010247837008,6.71284463246762,9.12961400668094,0.735282414739028,43.7478552738281,10.6615798386506,2.59521270742924,1.95026862993836,0.64494407363236,8.06636711955071,9.39320441549436,27.4443689891128,10.8312974573979,14.198710932054,0.762836676458136,7.25531200652165,33.3491746955874,20.0977228903576,21.4405794363831,8.92316037139794,26.4299690322868,7.03928839561601,2411.08881976252,2110.10502624512,300.983793517407,84.5389956129909,88.66520110097,79.1319326867835,81.2666950838306
203,Covington,KY,1579,41050.0763702393,22339.5871381731,6518.50172756382,6685.13323623719,1282.17673952155,2276.6594245098,636.859066310863,1149.99337027435,161.165667648624,8195.29293823242,3251.05984028325,1700.71756547724,776.049066928358,345.425250401205,2122.04121514237,19429.7001925886,18.5305950100222,1048.52003845965,0.873769869020904,=,0.945960071193619,x,0.923685782972186,3261.19284023986,59.7143590336298,54.6132101728367,0.889083918283846,=,0.974248907621236,x,0.912583951933461,50.7687534521156,17.7402816243856,6.2714622241177,11.4688193553115,33.0284717964799,47.8689310268199,21.0310385694427,7.83266481697006,9.43553449559269,0.830124124990341,45.647366538848,11.1693418481745,4.18773911909835,1.78280497342348,2.40493413805962,6.98160272836685,9.40076950901919,30.04964424104,12.7953305192125,15.0014496904681,0.852939601386833,3.5274017898385,29.4861905828407,18.5484254018554,37.9775787335006,11.9763848926751,36.7821839100198,8.87704097646041,2588.66561097235,2276.40151977539,312.26409119696,90.4710804185571,93.335866999642,85.7050742593545,88.8737735562174
354,Johnstown,PA,1278,41022.1234664917,22210.3213451931,6077.80082230562,6834.96783088311,2424.65608542521,1271.79317186435,938.22189035607,1130.9033293044,133.458991159838,7721.15252685547,3234.83970001265,1518.89266682881,674.38828719019,290.699194768543,2002.33267805528,19259.8938206591,20.8171913339156,925.191756741969,0.866133534446047,=,1.0626875060208,x,0.815040667683439,3244.22281965539,59.4595346112734,54.5618602780031,0.884457460072473,=,0.970091408166605,x,0.911725897814131,57.0334009148372,8.89439710170437,7.76273593918918,1.13166114698126,48.139003694874,50.2736824983647,20.6458001654094,6.59697660702922,9.93400494250494,0.66408026221152,48.8800178269205,12.1226997680385,2.10988073432722,1.83085245266557,0.279028281569481,10.0128190219402,10.1205491250932,29.9485413183778,10.5616420777305,16.8626556744969,0.626333258628052,7.99139925822744,33.0056303060352,14.446197722248,17.6819556042496,7.5807774769275,30.4692219027943,7.57161897675276,2372.41862160648,2065.50860595703,306.910015649452,83.9459978323368,86.6401185580823,79.6989784205693,82.2871428972724
248,St. Joseph,MI,951,41007.2588882446,21645.6305045744,6936.60101542679,6169.65947783858,2098.00940638484,2063.72688496401,819.590454492846,1167.9618885967,106.079255966433,8032.9909362793,2807.56265290749,1692.26897701945,775.905795126608,326.548183054405,2430.70532817135,19057.5492837839,16.0704073690509,1185.87841901791,0.857033931378061,=,0.82037105072535,x,1.04469060752484,2928.75136145127,46.5922694615804,62.8591694565619,0.798451935742238,=,0.760160007762537,x,1.05037351029872,44.0285133398655,14.1214151344399,7.29496266743908,6.82645244141148,29.907098126738,34.3171733671381,18.3060443092812,7.00503161070699,7.47851691769099,0.936687272062734,40.1992200376236,9.22347955493382,3.40919223394188,1.90270491316915,1.50648731738329,5.8142873197794,6.73022865403339,21.5725695067141,9.15726944070141,10.6139310850895,0.862759458987405,6.4402800727618,26.8997300710193,15.3758612261148,32.6582300136839,14.1317040420873,21.3932028849006,6.40310301915489,2472.1545755605,2150.73606872559,321.418506834911,85.1890749915657,89.15482225588,84.1072660948437,79.3007021488567
329,Columbus,OH,14062,40915.6109161377,22384.8091874884,6236.62511263637,6585.09027821441,1676.0986173403,1891.90802114274,791.475505406817,1156.39747812114,193.206715787521,7661.07991027832,3066.95566313859,1688.04457759893,684.521746083954,403.084685042272,1818.47323841457,19680.3855823874,17.2947628482996,1137.9390255312,0.885043400678047,=,0.882872626939714,x,1.00245876208196,3086.23382371064,53.3167720673047,57.8848588173103,0.841385650939605,=,0.869871297039435,x,0.967253033642129,47.3829119131497,13.1714950735824,6.78773493799445,6.38376011015618,34.2114167670681,59.2223252324041,19.890998696143,7.07402624712099,8.74425283249519,0.808991503634553,42.2239250924489,10.3176076744445,3.24660737155841,1.8285772614181,1.41803010553122,7.07100029289722,11.1214656967225,25.8023743550173,10.6467584970923,12.9676265570381,0.821025995024033,5.25693468795102,30.1345412814051,18.2524298775929,32.0593492129535,11.8655315065312,29.2119107261036,7.52279823982598,2427.32106139599,2111.55274963379,315.768311762196,89.3143472679257,94.2868699662906,88.9064302516827,81.2987541148128
183,Indianapolis,IN,13971,40897.6437301636,20404.5888495156,6892.82170908674,8268.3512700158,1295.0694834603,2253.97615156423,441.32333656646,1120.81597130043,220.696958654051,7148.3804473877,2800.18742512113,1635.85312229775,643.276933917621,407.511291868174,1661.55167418302,18129.1238130691,16.8691169369488,1074.69311409896,0.8152818614078,=,0.861144018852013,x,0.94674275563644,2815.07833941228,49.9709419987066,56.3343060349981,0.767461785576767,=,0.815283567351468,x,0.941343375863622,46.2167587313666,12.3582864305289,6.70752137491148,5.6507650303514,33.8584722721413,67.3106612994938,18.6810866930661,7.53180699967724,7.33550587613946,1.02676040710107,41.1059012968246,9.85015495831991,2.92218016850538,1.72944007813931,1.19274008646607,6.92797477543354,12.1328216778578,23.9489706261474,11.1992365699172,11.0323527376891,1.01512676726316,3.79686909932129,29.1815299768037,16.395636629391,29.6477618199291,12.4352508228006,26.6391256253666,7.2474926384917,2301.84174266594,1994.64712524414,307.194617421802,89.7494143191294,93.6937030421879,87.2851625989337,84.8184342608292
282,Manchester,NH,3983,40821.5724029541,20335.9761534353,7094.61773030248,7308.34281747157,2401.95327630789,1813.7572055077,831.071240032146,872.900094439435,162.953885457588,7097.91696166992,2897.01467458745,1527.12304353223,559.888160846491,393.552407440629,1720.33867526312,18140.8264411418,15.8376092510557,1145.42707510811,0.815808138380524,=,0.808487043538675,x,1.00905530261784,2918.78286336203,46.7833104273784,62.3894041849144,0.795734270220829,=,0.763276870360607,x,1.04252375660865,43.390710276865,6.75089738912462,5.79225298476546,0.958644399700099,36.6398128744674,57.5038648663108,16.8738479710087,5.43968115073843,7.52460833203847,0.722918843174497,37.1268835326988,9.48175106000333,1.71571657082847,1.52034330368042,0.195373264141381,7.76603448390961,11.126324283293,22.1868859706019,8.24547563597901,11.7406080049842,0.702303972032672,7.43223553420898,28.9189752502752,14.248817168145,25.9400204699203,8.54968543491384,26.602630165327,7.20932800144198,2115.38012670794,1893.52172851563,221.858398192317,91.3448418093075,95.9231287965298,92.1409682523843,83.1836125352191
295,Albany,NY,10327,40774.5399398804,22471.9812456108,6992.37768128814,5181.40850357644,1679.76698358177,2309.83522840441,801.129298132884,1115.80482581275,222.236173473204,9160.98794555664,3676.35779394045,1706.44285994928,846.955489882179,484.723921274559,2446.50788051017,19473.8058196989,21.4560910467391,907.612005247271,0.875753335962815,=,1.0953024122071,x,0.79955391881053,3698.62249477043,61.2443025053719,60.3912910012488,1.00833834151967,=,0.999210169538617,x,1.00913538738828,58.7838110869565,9.00390873440829,7.58010663398325,1.423802083894,49.7799022556984,52.5385349867586,21.1088263044746,8.3796293749457,8.62473607655939,0.971580962079542,50.1288887266427,12.675378097042,2.27616054960673,1.97689342498779,0.299267122521997,10.3992175459862,9.40900780514246,30.1654619664714,14.4433090813186,13.6408452979754,1.05882800998134,5.73318643944661,31.3778295097072,15.33491128107,30.2642761424198,11.2155371442505,37.3464901055409,8.88531292565888,2696.76691032876,2407.56259155273,289.204318776024,87.8234789460938,94.1905052320703,85.4076892426407,78.8222949384348
16,Fort Smith,AR,2134,40758.7709350586,20641.3691069981,5616.32385290473,7320.69575733695,2662.44053952049,2164.33925050662,630.149798479308,1541.50586374509,181.946765567307,7247.17037963867,2838.63704031088,1555.86752913619,628.212348678882,352.309723612601,1872.14373790012,17945.9083612983,20.9250615168586,857.627507897167,0.807042509296879,=,1.06819412282837,x,0.755520454615484,2874.43422155954,60.1439597226997,47.7925669479102,0.783643705155862,=,0.981257908618868,x,0.798611352094833,57.3289356626263,8.62245329245027,8.2134481978743,0.409005080949362,48.7064822079384,40.1317097827469,19.5720484330634,6.95261797007167,9.07398869361274,0.766214087853743,49.2590390337146,12.1039535079436,2.23225880082586,2.15038021653891,0.0818785799201578,9.87169468402863,7.34867022737864,30.5994771375207,13.680901529185,15.1611474103436,0.902365840718047,9.27793912127976,35.2815535151673,17.3130496110822,28.4524786036082,14.121689397471,23.0644757178833,6.39818060567603,2325.87442181059,1919.28398132324,406.590440487348,84.8795799718185,92.1830419401991,78.4733780863488,76.9779446148308
314,Greenville,NC,4216,40551.7991485596,23176.2033529443,7833.47105944881,4002.83398608412,1712.92049376061,1037.75342219622,1086.9635426363,1503.23944044578,198.413851043457,8330.71682739258,2745.50742533202,1801.73505960385,712.138300566908,471.807351394094,2599.52869049571,20739.967506071,20.4387882121268,1014.73567272279,0.932693686039995,=,1.04337057400466,x,0.893923701969219,2784.74630036349,52.2773514529277,53.2686951991239,0.759192502082004,=,0.852912990620279,x,0.890117175410684,55.996680033224,16.1248668388156,8.99511618565207,7.12975063552595,39.8718131731634,47.5794184600792,18.5941500519206,6.4667373576652,8.0240653202927,0.805917835851978,50.5262847938766,12.2429657242156,3.91159304259692,2.40744885057211,1.50414418429136,8.33137267827988,9.15535897745983,24.1852851464841,9.36417078725981,12.748966614568,0.734504299082529,6.00130289847685,39.4097600334006,22.4110823294431,19.2458720381919,8.02459562599818,24.7840071975298,7.0574961963397,2798.77443792064,2366.02941894531,432.745018975332,85.9784108850131,91.2692257879857,85.5000180938977,77.4793145741358
377,Knoxville,TN,7442,40444.7421569824,21131.8516394955,6297.67043668321,5916.269112447,3177.16520279305,1353.77641419913,840.057698992481,1520.69133198208,207.260320389956,8355.22955322266,3122.14203770283,1529.83491899809,599.193849578736,416.886177825749,2687.17256911725,18475.3929021369,19.7479747650102,935.558867275439,0.830853871969043,=,1.00810554677469,x,0.824173495153608,3146.96714080694,58.3368976555223,53.9447119623962,0.857943094237064,=,0.951775414400688,x,0.90141338098893,54.1040404520828,13.7857832420682,7.18775467105108,6.59802856102382,40.3182571881438,55.7467979446734,19.4538394141,6.98564843034041,8.58506828819417,0.813697479837963,47.6183534587083,11.6857472372017,3.380764407615,1.94561924785376,1.43514515832067,8.30498281121254,10.3362124764276,28.8175309040263,12.7199919780518,13.5923781211217,0.935817990399027,9.66237011849158,37.644591850729,20.6981598260248,22.6412842539029,8.864417546325,31.8860992006365,8.13192015736083,2725.38644625698,2310.81442260742,414.572023649557,87.5643072955366,91.0059819341066,83.3453426223558,84.6408260133737
