HRR #,HRR City,State,Resident Population (2006),"Acute Care Hospital Beds per 1,000 Residents (2006)","Hospital-based Registered Nurses per 1,000 Residents (2006)","FTE Hospital Employees per 1,000 Residents (2006)","Total Physicians per 100,000 Residents (2006)","Primary Care Physicians per 100,000 Residents (2006)","Total Specialists per 100,000 Residents (2006)","Medical Specialists per 100,000 Residents (2006)","Hospital-Based Physicians per 100,000 Residents (2006)","Surgeons per 100,000 Residents (2006)","Resident Physicians per 100,000 Residents (2006)","Allergists/ Immunologists per 100,000 Residents (2006)","Anesthesiologists per 100,000 Residents (2006)","Cardiologists per 100,000 Residents (2006)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2006)","Critical Care Physicians per 100,000 Residents (2006)","Dermatologists per 100,000 Residents (2006)","Emergency Medicine Physicians per 100,000 Residents (2006)","Endocrinologists per 100,000 Residents (2006)","Family Practice Physicians per 100,000 Residents (2006)","Geriatricians per 100,000 Residents (2006)","General Surgeons per 100,000 Residents (2006)","Gastroenterologists per 100,000 Residents (2006)","Hematologists/ Oncologists per 100,000 Residents (2006)","Infectious Disease Specialists per 100,000 Residents (2006)","Internal Medicine Physicians per 100,000 Residents (2006)","Neonatologists per 100,000 Residents (2006)","Nephrologists per 100,000 Residents (2006)","Neurosurgeons per 100,000 Residents (2006)","Neurologists per 100,000 Residents (2006)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2006)","Ophthalmologists per 100,000 Residents (2006)","Orthopedic Surgeons per 100,000 Residents (2006)","Otolaryngologists per 100,000 Residents (2006)","Pathologists per 100,000 Residents (2006)","Pediatricians per 100,000 Residents (2006)","Plastic & Reconstructive Surgeons per 100,000 Residents (2006)","Psychiatrists per 100,000 Residents (2006)","Pulmonologists per 100,000 Residents (2006)","Radiologists per 100,000 Residents (2006)","Radiation Oncologists per 100,000 Residents (2006)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2006)","Rheumatologists per 100,000 Residents (2006)","Urologists per 100,000 Residents (2006)","Vascular Surgeons per 100,000 Residents (2006)"
329,Columbus,OH,2899189,2.56447339709548,4.62070556107053,16.7909287547511,185.9005,70.5466,112.5281,39.0088,24.1015,37.0611,29.769,0.8613,10.9061,6.1722,1.3027,1.1655,1.9514,8.9411,1.0397,35.7073,0.4452,7.8323,2.2242,2.4482,1.0311,21.7672,0.7968,1.7797,1.2556,2.8112,45.5889,4.2906,5.5422,2.2318,3.9205,12.9843,1.1813,7.6688,1.3443,7.7084,1.145,2.5879,0.6298,2.6728,0.8668
330,Dayton,OH,1101933,2.65814698087278,4.54151125947886,17.2580220878189,184.9033,66.7392,115.3705,40.4026,23.5406,38.8294,30.4495,0.5657,10.3184,6.1859,1.6718,1.0272,1.6627,10.8842,0.6273,34.3549,0.3799,7.6509,2.5484,2.6485,1.1155,21.5188,1.0255,1.9834,1.5819,2.2029,56.3677,3.675,5.3777,2.3974,4.2031,10.8445,1.3439,8.0792,1.8411,8.8699,1.0641,1.9774,0.6443,2.4237,0.5608
331,Elyria,OH,254793,2.67493914698882,4.31228637672876,16.7633695139105,195.4378,72.2255,120.5118,41.025,26.9033,41.2711,31.1906,0.7435,13.4785,8.1323,1.7518,0.9539,2.4392,6.3349,1.3706,27.1074,0.9579,6.8986,3.1469,2.2435,1.2517,32.886,0.5248,0.9573,1.4742,3.132,53.479,4.8657,6.6526,2.7537,3.0571,12.075,1.7819,8.2832,2.692,8.0931,1.113,1.36,1.6719,2.4765,0.8718
332,Kettering,OH,416010,2.08003348276942,3.4790951300197,13.738751135844,207.8104,75.7425,129.6439,51.6668,24.0449,40.7089,41.1166,0.8708,10.7494,5.6266,1.6187,0.8939,2.9453,17.0641,0.6322,38.0504,0.3106,7.6512,5.2698,2.4812,1.0974,24.5247,0.7846,1.9142,1.2593,2.9702,53.7063,5.2434,4.7342,3.0754,4.7598,13.122,1.7194,9.3676,1.7294,10.3445,0.8911,2.2702,0.6057,3.0937,0.2972
334,Toledo,OH,1011935,2.81172618648576,5.32036297911282,18.1733243764788,182.4009,64.3228,115.2906,40.4476,23.846,37.9266,36.3919,0.5574,10.664,6.3106,0.8633,1.6505,1.7909,11.3888,0.9023,32.9333,0.1763,7.2558,2.2918,1.9613,1.1711,17.8319,1.0585,1.4077,1.3715,3.1413,51.4149,4.354,5.4256,2.0774,4.5752,13.6528,1.3066,9.0586,1.1989,7.3042,1.2113,2.0287,0.9798,2.4632,1.4537
335,Youngstown,OH,663621,3.20193674719389,4.46948757415813,15.9202842791792,195.0408,73.8974,118.6562,37.1672,24.8214,45.1845,33.3926,0.7728,11.5735,6.0676,1.6706,2.0813,2.4263,8.1723,0.8205,32.4957,0.5218,8.6212,1.8374,1.4793,0.9756,26.9579,0.6232,1.7245,1.1941,2.8015,64.6185,4.779,6.9719,2.6063,5.3648,14.4625,1.7086,7.5773,1.9752,9.2199,0.69,2.5548,0.9498,2.936,0.8321
336,Lawton,OK,189307,3.29080889378332,3.05604616138019,16.1289586291386,175.3399,68.0881,104.1628,29.4452,23.5554,42.2845,14.9275,0.1446,10.4892,3.067,1.3509,0.251,1.8579,8.0954,0.2083,45.3197,0.1774,8.6971,1.6328,1.3658,0.1605,16.056,0.1711,1.7321,2.3385,3.9345,56.3254,3.5127,7.1874,2.9557,3.8271,7.2186,0.9067,7.8153,0.3984,5.9537,1.1438,2.235,0.2397,3.2521,0.1041
339,Oklahoma City,OK,1764135,3.24923256221019,3.82129006036421,15.1560260576913,168.8383,59.4137,106.4318,35.4355,24.8792,34.7457,29.247,0.5296,11.6347,5.6324,1.0056,0.9692,1.9532,7.6342,0.8304,34.2153,0.8141,5.8901,2.8043,1.9387,0.5215,16.3357,0.7405,1.4852,1.3583,2.6377,40.5198,4.6104,6.3686,2.19,3.8517,8.8647,1.1446,8.047,1.6388,7.8153,1.0013,1.0274,0.9937,2.5566,0.3261
340,Tulsa,OK,1306252,2.91748603440946,3.37076070055445,13.6566684745365,174.7639,70.4735,100.6824,31.1146,23.8363,35.4635,18.5671,0.6194,10.7579,4.5812,1.1019,0.6712,1.7967,6.632,0.4137,38.6184,0.3996,6.5543,2.8612,2.1806,0.6708,21.5566,0.8275,1.6053,1.4485,2.1421,48.1694,3.6746,6.0947,2.2709,2.8021,10.3095,1.1748,7.5723,1.1853,6.6711,1.1496,1.2262,0.75,2.338,0.314
341,Bend,OR,205500,1.71623053831468,3.28793017861738,12.2544192551587,206.3597,77.3757,126.379,40.5488,28.3363,49.5052,4.9067,0.9414,14.7219,3.6805,1.2581,1.5217,3.1909,13.4991,0.5455,43.5699,0.556,9.4403,2.3869,1.9683,0.5332,23.4424,0.5323,1.3245,2.3097,2.4922,58.1554,5.9347,10.1088,2.5734,3.549,9.8796,1.5589,6.1785,1.3233,7.3992,0.9183,3.4721,1.3274,3.0323,0.1408
342,Eugene,OR,696491,1.82049108886247,3.16088322301264,11.7440597997074,212.7976,82.6391,127.6965,40.787,26.8519,45.7108,7.5826,1.0941,13.4112,3.6029,0.9163,1.4837,2.8408,12.6837,0.5656,41.1518,1.2786,8.6484,3.0806,2.1501,0.9366,26.6273,0.6526,0.8515,1.8934,3.8331,63.7902,5.1666,7.7007,2.5555,3.4646,14.688,1.4617,11.607,0.9494,7.9414,1.1719,1.7389,0.8956,3.0873,0.7885
343,Medford,OR,423399,1.88632161380112,3.28332955752475,12.9188225210071,221.1081,89.6389,128.94,43.6694,26.3206,45.3205,13.1893,1.0635,12.943,4.1395,0.7579,0.8341,2.5967,16.6505,1.0177,49.0803,0.5743,7.299,1.9021,2.6599,0.3874,27.1785,1.0538,1.331,2.1517,2.9646,67.4837,4.7335,7.093,4.0413,3.9068,12.9373,1.6102,10.7398,2.048,7.9735,1.2965,1.0791,1.5685,2.283,1.0502
344,Portland,OR,2550888,1.68945694665274,3.39659175837771,11.7588753057898,217.2031,83.5037,131.1417,46.9129,26.8123,42.5309,28.9402,0.7405,13.5514,4.9408,1.0655,1.6845,3.0909,13.1175,1.2524,32.1586,1.3206,7.5931,3.2471,3.3465,0.8927,36.2015,0.709,1.3903,1.7438,3.5406,60.2713,4.7473,6.2002,3.2909,3.4215,15.1327,1.3835,11.2792,1.0913,9.4744,1.3379,1.8055,1.0166,2.5411,0.7517
345,Salem,OR,310069,1.53304100759208,2.74566897240198,10.3024883496188,176.6524,67.0791,106.8819,32.5223,19.6907,38.6091,8.1949,1.1134,6.801,3.0343,0.1952,0.8346,2.0567,9.327,0.6841,34.0223,0.1653,6.9699,2.5402,1.5169,0.6781,22.7622,0.1053,1.2422,1.5868,2.1212,46.9095,4.873,7.4605,2.3452,2.4739,10.3994,1.472,14.1934,0.9547,8.9105,0.9934,2.5436,0.409,3.0721,0.4696
346,Allentown,PA,1194290,2.24946645994982,3.95129507560963,14.0923765299219,195.0633,71.3922,121.0734,44.7527,22.4734,41.0024,31.3751,1.1526,9.4978,7.9269,1.2723,1.8078,2.1844,9.1414,1.0992,31.9418,0.7656,7.8316,2.8809,2.5448,1.7305,25.3682,1.2728,1.7216,0.8719,3.5089,56.9947,4.6577,6.1129,2.2946,3.007,14.1168,1.4142,9.0192,1.7937,7.9246,0.9901,2.4632,1.1619,2.9401,1.0073
347,Altoona,PA,304593,2.05162147246922,3.81418901270056,14.3191505336162,178.4594,67.7684,107.8803,34.1416,20.6468,40.6063,16.5939,0.7997,8.0317,3.6538,1.2209,1.232,1.4328,10.6984,1.1137,34.4334,0.6105,7.2583,2.8731,2.373,0.2143,20.018,0.2085,0.6221,0.8731,3.1356,67.5354,4.4219,6.6566,2.3573,2.7608,13.7808,1.0364,9.3848,1.2002,7.5376,0.4396,2.2824,1.1172,2.2038,0.4824
350,Danville,PA,555094,2.11069714537151,3.72059618627329,14.013513417007,178.3609,66.4764,109.3624,39.9741,21.4379,34.2313,36.5852,1.0274,8.2525,5.0824,1.5089,1.5512,3.461,9.6702,1.1142,35.9941,0.0703,6.6744,2.9579,2.19,0.7936,19.0442,0.3635,1.4931,0.8932,3.3199,37.8008,3.8253,5.9077,2.5178,5.169,11.1634,0.7646,9.05,1.3655,8.421,1.0966,2.0424,1.7627,2.9024,0.6738
351,Erie,PA,731297,2.93245327857895,4.45894580393529,16.516200756166,183.4174,68.3941,112.1935,34.6071,23.1813,43.4614,17.3182,0.4877,10.0609,4.6754,1.8658,1.5819,1.79,8.7696,0.8434,38.9996,0.5232,9.5238,2.4697,2.3467,0.913,19.7366,0.423,1.9269,1.6133,2.1503,51.3406,4.0657,7.5644,2.8167,4.2936,9.4218,1.3589,9.0123,0.8713,7.7759,0.9647,1.7017,1.0134,2.7623,0.4538
352,Harrisburg,PA,984515,1.97658105803931,3.31670249310215,14.2554077862828,191.7369,67.7941,121.3117,41.3095,24.2529,40.6683,39.8814,0.9883,11.0045,7.0925,1.5613,1.4529,2.805,8.3927,0.932,35.2142,0.5295,7.2271,3.2836,2.4793,0.7032,19.892,1.0537,1.5566,1.4128,2.7924,56.9071,4.2851,6.0988,2.4718,3.3368,12.8541,1.5075,10.6827,1.7364,10.6467,1.4012,1.8952,1.0052,2.854,0.9162
354,Johnstown,PA,221930,3.0669013223522,4.24704948959641,18.2069686285693,192.1101,71.1312,118.5632,41.225,23.0448,42.547,35.1448,0.1922,9.9376,5.0463,1.895,1.8658,1.1332,14.2509,0.2981,36.7824,0.1681,9.5927,2.0072,1.7358,0.5072,22.3793,0.5514,0.6478,1.8899,3.9453,56.6056,3.8259,5.8066,2.6512,3.6332,11.7756,1.6563,9.3058,2.2154,9.1253,1.1424,2.7765,1.9704,2.5681,0.733
355,Lancaster,PA,641011,1.99926789970831,2.95173635439221,13.6870893569266,177.5616,69.1832,105.7739,35.295,24.2802,36.2345,19.1757,0.7169,11.0719,5.7637,1.0634,1.9481,1.8899,6.2886,0.6325,44.6261,0.5562,5.0746,3.1876,2.7946,1.1582,14.7437,1.3302,1.2475,1.26,2.6844,52.7089,4.8118,5.9736,2.1177,3.6533,10.0969,1.6217,7.7351,1.5529,8.1136,0.6102,1.7872,1.1573,2.5277,0.5986
356,Philadelphia,PA,4071830,2.51827956943607,4.37276096372897,16.080302903325,248.9069,86.114,160.8414,66.4291,26.2533,44.024,64.1327,1.5017,13.2414,10.286,1.1036,2.3093,4.0117,10.1745,2.0871,28.2714,1.772,7.5387,5.0372,4.8244,2.7245,36.6728,2.0247,2.9083,1.133,5.9657,64.4429,5.8602,5.7071,2.8354,5.2844,21.3268,1.8818,19.7642,2.8922,12.8344,1.7878,4.0817,2.1597,2.9553,0.7938
357,Pittsburgh,PA,2950405,2.69493381556165,4.36158676781645,16.5588114137016,195.1046,68.4671,124.051,46.0626,23.78,38.6961,44.2145,0.969,10.449,6.8812,1.6208,2.6551,2.0935,9.8183,1.6353,26.9451,0.9281,7.537,3.6409,2.8761,1.0397,25.8206,0.8009,1.9508,1.4398,3.1644,53.921,3.843,5.5391,2.3698,5.9171,16.3323,1.6182,11.055,2.1325,10.6893,1.2366,2.8272,1.2293,2.5642,0.3995
358,Reading,PA,575959,2.48975471021523,3.54815280056772,14.7123993950641,177.6799,63.561,111.3303,37.5069,23.095,40.2013,22.9704,1.1995,9.7768,5.8023,1.3597,1.3745,2.5596,6.0008,0.6954,30.1745,0.5633,5.6784,4.0139,1.8024,0.83,22.1174,0.3854,0.9708,1.0781,2.5692,57.1056,4.7715,6.7552,2.5951,2.4584,11.1637,1.8954,7.5925,1.7809,12.4547,0.9654,3.2642,1.417,2.5822,1.3135
359,Sayre,PA,197314,2.51346992174988,3.69093266300298,15.0305796816505,179.1706,69.2422,107.3419,37.265,22.2098,37.9142,29.4392,0.2339,9.2699,4.8829,1.9611,1.1494,2.0032,10.3832,1.0064,33.6555,0.8351,9.8281,3.9125,2.0575,0.9553,23.6965,0.4622,1.2864,0.7737,2.9518,43.4153,3.7012,5.3019,1.4022,2.6466,11.7216,1.191,6.6893,0.8453,8.372,1.2869,0.8349,0.3206,3.2067,0.6426
360,Scranton,PA,309331,2.81102415697533,3.57025024762389,14.2575505970968,187.2066,68.2366,116.5461,40.8935,21.7302,40.9051,23.6279,1.3392,8.4484,6.1387,1.6322,1.2667,2.2743,7.4922,1.242,21.2279,0.1636,7.9733,3.306,2.4883,1.2458,32.7315,1.028,1.6056,1.0734,2.9943,65.4614,3.6116,5.6237,2.2767,4.7301,13.5575,1.5545,10.0815,2.1041,10.3519,1.0776,2.7603,1.9361,2.5374,1.0583
362,Wilkes-Barre,PA,248225,2.28558171270033,3.37554446014253,13.0499718463122,205.0107,73.8873,128.5918,44.9507,23.1006,46.2015,31.1975,0.9398,9.7966,5.5388,2.8993,1.0917,2.175,9.7198,1.1812,37.7598,0.6853,7.4081,3.6554,3.0386,1.6804,25.7113,0.6086,1.3407,1.2154,4.1977,54.4014,5.911,5.604,3.8867,3.8182,8.9288,1.7838,11.6598,2.2291,11.8744,0.9827,2.9342,1.4678,3.6811,1.0448
363,York,PA,411445,1.76667082626259,3.13360832317538,13.2733709286522,177.1856,70.5377,103.7765,33.8605,25.6587,35.5057,26.1851,0.3364,12.2867,2.2826,0.9278,1.262,1.8362,10.6382,0.9871,40.2414,0.7286,6.264,2.6715,2.1766,1,19.4908,1.0547,1.3891,0.4036,1.7243,45.4947,4.5395,6.3004,1.4192,3.797,10.5916,1.6101,7.1292,0.7697,5.5885,0.9259,2.9839,1.0054,2.5717,1.5607
364,Providence,RI,1266979,1.92636468742633,2.91942378620411,13.3167569497248,228.4487,82.3635,143.4529,54.4379,23.7141,43.4784,54.1314,0.7295,10.3576,7.8566,0.7413,2.3525,3.9507,10.1377,1.5297,20.5271,0.7005,7.63,4.8351,3.5127,2.2721,40.5376,0.4904,2.2349,1.6775,5.8147,62.5426,5.163,7.0568,2.4228,5.6384,21.6826,1.6445,17.0108,2.4462,10.4057,1.3037,1.0798,2.1138,2.9767,0.4685
365,Charleston,SC,936614,2.29135498924992,4.37659464378246,13.0403611042773,228.846,72.7636,153.6682,56.8128,26.7652,49.5517,44.795,0.9638,13.6345,7.4593,2.013,2.18,3.8119,15.6272,1.6074,30.1895,0.9589,8.2771,4.8565,3.011,1.5618,26.7114,0.8817,2.6266,1.5645,3.1893,63.4019,6.2196,7.35,3.1867,4.8104,15.9226,2.7812,16.0705,1.9521,10.281,1.3234,2.31,1.6875,3.4059,0.6009
366,Columbia,SC,1152763,2.7252850419988,4.48714436597641,15.7530665808602,190.6892,69.152,119.0815,41.7889,21.5424,39.7362,29.3653,1.17,8.3569,7.3035,1.3276,0.846,2.3945,10.1203,1.0235,32.7728,1.2782,7.0384,3.5287,2.3419,0.8058,21.6347,1.1702,2.2905,1.1286,2.1018,50.576,5.3213,6.4016,2.7154,4.7684,14.7078,1.5865,12.4974,1.1019,8.0264,0.8907,1.0293,0.7618,2.6529,0.645
367,Florence,SC,371139,3.40620544929517,5.00822263363655,18.4010818642423,156.1857,54.8712,99.1983,32.591,20.4637,37.9497,13.6632,1.0305,8.0293,3.7007,1.4419,1.1796,1.115,9.0001,0.4144,30.4337,0.1466,8.1442,2.3784,2.6682,0.8742,16.0766,1.3111,2.0652,1.3874,2.1657,55.7041,2.9414,4.9505,2.0304,2.7366,8.4475,1.152,5.4843,1.3444,6.0317,0.6518,1.6821,0.8399,3.8,0.3859
368,Greenville,SC,849017,2.07991608345107,3.77883373337042,12.4900860313731,187.1411,69.9737,114.7217,38.1545,22.5101,42.6711,28.2512,1.2901,9.4144,5.5409,1.0794,1.1117,2.4658,9.1762,0.6224,33.3482,0.3755,7.8856,3.1471,2.2762,1.1717,21.2227,0.6394,1.7405,1.0929,2.7254,59.9484,4.7266,7.3743,2.4877,3.1995,15.5385,1.4483,8.0251,1.0694,8.6785,0.933,1.707,0.9313,2.4791,0.7268
369,Spartanburg,SC,359817,2.72428280011464,4.49936414132188,16.9097049340417,177.4156,67.1167,107.9097,34.8539,22.9297,42.7961,21.6729,1.1618,9.9323,4.318,0.8456,1.7385,1.2261,8.7539,1.0992,37.3385,0.4386,9.011,1.9775,1.6178,1.1157,19.507,1.1417,1.2015,1.2489,3.3724,56.6147,4.4064,7.206,1.464,3.0433,10.2193,2.3664,4.9334,2.2632,7.3745,0.6068,1.5235,0.854,3.2572,0.8051
370,Rapid City,SD,207097,3.04823842986438,4.18183332435056,16.1933622877127,186.7247,76.375,107.5796,41.7654,18.928,37.1329,13.6355,0.5228,6.0643,5.7093,0.1688,0.2138,3.0782,7.7517,0.1218,48.7843,0.8919,8.7496,2.7212,2.6989,0.9286,17.761,0.9,1.7771,2.49,4.1272,40.1202,5.7557,6.7948,1.181,3.739,10.0817,0.6566,7.657,1.3593,7.8832,1.734,2.8016,1.7481,2.2849,0.5472
371,Sioux Falls,SD,747037,3.36820870617337,4.76685240191833,18.6692313051423,174.5298,71.2668,100.8653,29.4624,20.1374,39.6819,19.6432,0.7282,7.0267,4.2969,1.1578,1.3839,2.287,4.204,1.0252,44.8455,0.2039,9.3586,1.8397,2.1915,0.7464,18.6526,1.2153,1.6313,1.1134,3.0606,47.547,3.6731,7.0393,3.0855,4.2871,7.6593,1.2453,7.0354,0.7234,8.7879,1.1503,1.9721,0.6059,2.0702,0.4328
373,Chattanooga,TN,650432,2.26248399560562,3.42541432926495,12.906163243633,185.0438,70.3725,112.1906,36.5753,23.5693,40.7466,19.7321,1.4415,10.4416,5.07,0.8585,1.1019,1.3805,6.6724,1.1251,27.8566,0.7067,6.9735,3.2125,2.0411,1.0087,26.7475,0.9147,2.1097,0.8873,2.2669,59.5368,3.7463,7.4349,2.5941,3.5159,15.9475,2.3677,7.2272,1.5352,7.9476,1.1038,2.4605,1.3363,2.0837,0.9616
374,Jackson,TN,324957,3.135352379145,3.99284653706927,16.1800909839317,152.4057,59.6076,90.62,26.7829,18.0642,37.9079,13.7425,0.5867,5.7178,3.5863,1.3787,1.8037,1.8587,4.8002,0.4522,28.7656,0.272,8.0465,2.7557,1.156,0.6158,21.31,0.388,2.1108,1.3574,2.2259,49.5173,4.2397,5.948,1.5296,3.5828,9.3435,1.0201,5.1633,1.0259,6.9299,0.9937,1.3306,0.5334,2.7994,0.627
375,Johnson City,TN,257055,2.81068706452446,3.80140101204675,12.9682390530987,211.2385,87.0183,122.15,39.7873,21.1343,43.3277,59.9452,1.0415,7.951,5.2383,1.5385,1.3974,3.5727,6.658,0.6683,38.2882,0.0728,10.3686,2.606,2.5327,1.2404,30.7136,1.0798,1.0341,1.0376,3.4599,52.5593,3.1253,7.1129,3.4942,4.278,18.2501,1.3633,12.6997,3.69,9.4189,1.7276,1.7919,1.243,2.805,1.012
376,Kingsport,TN,474182,3.78074304192278,4.38771864937011,16.3800998714864,198.9387,79.2552,117.3883,37.6332,22.9128,45.2807,20.0205,0.7128,9.7588,5.9439,0.8745,1.6804,1.5518,8.7307,0.5057,37.8702,0.5798,9.343,3.8495,3.1552,0.6679,27.3789,1.5029,1.3317,1.7644,3.1016,69.7724,4.4351,6.9811,2.5622,3.8067,13.611,1.5671,7.594,1.7587,9.2933,0.8051,0.795,0.9819,3.0285,0.5199
377,Knoxville,TN,1318294,2.77913212336701,3.9462143789549,14.9631775693454,183.8913,69.995,111.599,37.5885,22.6756,38.2663,15.7829,1.0018,9.5383,5.5585,0.9061,2.1788,2.305,7.1122,0.952,31.706,0.4519,6.7427,3.1539,2.7652,0.895,23.8818,1.0931,1.7022,1.339,2.7735,53.4637,3.7294,6.149,2.8387,3.8461,14.5647,1.2281,7.4991,2.0561,8.8236,1.0597,1.2739,1.0089,2.8005,0.9469
379,Memphis,TN,1782416,3.50215146437019,3.85244691874858,14.8656992726767,167.0922,60.0461,104.7411,33.1333,22.6063,36.845,31.0992,0.8752,9.3501,5.6906,1.3504,1.4548,1.9715,3.707,0.9948,21.3088,0.5078,6.2131,3.0732,3.0164,1.3462,26.4369,0.6942,2.292,1.5993,2.5817,50.3846,4.4833,5.3129,2.4686,4.559,12.38,1.2946,6.3323,1.4371,8.3874,1.3116,1.2439,0.5508,2.8389,0.4962
380,Nashville,TN,2551525,2.80459645544788,3.78988971144002,13.4835793149508,190.0097,64.9147,122.5625,42.6581,22.8328,43.2216,31.6548,1.0307,9.4921,6.2401,1.5918,2.082,2.4037,8.5774,1.2651,25.4474,0.6706,8.0674,2.8156,3.3167,1.1998,26.1391,1.015,1.9026,1.5382,3.888,52.9254,4.4912,7.1726,2.6695,5.1498,13.3286,2.1265,8.3077,2.0397,9.2052,1.1666,1.2515,0.942,3.2525,0.8299
382,Abilene,TX,287997,3.39868893978552,3.91056707532049,16.9289452387367,165.0364,62.3133,99.6391,29.9709,23.488,39.7425,10.4544,0.4934,10.4783,4.0996,1.0935,0.9431,1.6659,5.3064,0.4565,36.7257,0.3737,7.5043,2.6867,2.5098,0.7715,16.5118,0.5455,1.5025,1.0883,2.7145,61.4001,4.3759,6.1476,2.9545,3.6924,9.2305,1.3691,4.6309,1.0571,5.7262,1.0367,1.7153,0.4676,2.2921,0.1791
383,Amarillo,TX,429314,3.33215678011098,4.16430675063191,14.9775068490998,151.8297,53.8066,95.7987,32.2138,21.6496,35.511,22.7767,0.9566,8.978,5.638,1.4294,0.5889,2.408,4.8997,1.1827,29.9719,0.4863,7.0847,3.1203,1.7613,0.3148,16.0031,0.3134,1.4571,1.4937,2.2426,50.1709,3.3192,5.8303,1.8287,2.2416,8.1301,0.9094,4.2632,2.2715,6.4363,0.3189,1.3031,1.4246,2.8491,0.2665
385,Austin,TX,1485727,1.71870744602139,2.79504670982445,8.73679492123162,200.3053,72.3377,125.4128,44.4981,26.0394,39.1435,14.2956,1.4927,12.6846,7.3159,1.2038,0.7899,3.8896,11.3097,0.6308,32.5463,0.2789,6.1073,2.4804,2.3674,0.8747,24.2355,1.5904,1.6285,1.0872,3.2169,48.3074,6.2746,6.2336,2.7464,3.2011,15.2091,1.9043,11.703,1.0321,6.9291,1.1539,2.0202,0.7932,2.6302,0.6082
386,Beaumont,TX,467403,3.67656029803569,4.045725040052,14.3364563437649,172.5455,57.4797,112.5758,36.516,26.2848,40.8861,15.8371,0.8738,13.0786,4.9198,1.9295,0.9331,1.7647,8.558,0.8521,29.5598,0.3891,6.2006,2.6348,2.7701,0.9099,18.2083,0.8657,2.232,1.8309,2.7401,63.9478,3.7876,5.8559,2.701,5.5135,9.7605,1.6093,5.949,1.0858,8.5163,1.2706,1.7205,0.5912,2.8768,0.3433
388,Bryan,TX,236525,2.12318669516454,3.2510926144912,12.1910375263926,164.579,67.3446,94.9743,35.3669,22.2603,31.8434,24.3948,0.5646,9.2415,5.2855,2.1914,0.5913,1.8711,8.1277,0.5806,37.8723,0.0979,3.9121,3.0189,3.6322,0.6215,19.7828,0.5076,1.2089,1.7444,2.4389,33.6269,3.3692,6.2059,3.3824,3.8371,9.2388,1.0928,3.684,1.8993,6.7624,1.0669,1.9931,1.4162,3.2649,0.0773
390,Corpus Christi,TX,550638,3.18787464822301,3.67441604092321,13.5199773192274,159.8487,57.8737,99.3438,30.8124,23.9202,35.074,21.5868,0.797,10.7496,5.4087,1.1105,0.7016,1.1463,5.0946,1.1722,27.9998,0.2535,7.2225,1.9009,1.7403,0.3262,17.0372,1.1291,2.3598,1.0659,2.786,43.9813,4.115,5.4937,2.5854,2.8997,12.628,1.3737,4.1781,1.5686,8.0524,1.0062,1.3171,0.8321,1.5441,0.7992
391,Dallas,TX,4516531,2.4298619310543,3.69986296029074,11.9900204368547,178.1592,58.5467,117.2816,40.7522,27.4974,38.0027,28.2096,1.1466,14.2634,6.9985,1.2973,1.3066,2.7477,6.0826,1.183,23.9243,0.5306,6.7758,3.0859,3.4018,1.0575,24.2147,1.1505,2.2264,1.2095,3.4729,50.1504,4.0149,5.8318,2.3619,4.0807,10.7739,2.1232,7.869,1.4081,8.252,1.1692,2.5163,1.1897,2.5681,0.629
393,El Paso,TX,1026402,2.22294187581738,2.85665289251516,9.92858509698536,144.0369,47.2476,94.8838,34.2822,22.006,32.0866,25.6927,1.1599,9.4252,4.7334,1.5418,1.2351,1.4415,6.9269,0.8702,20.4079,0.2629,5.7053,3.2187,3.0911,1.0219,18.9271,0.6293,1.816,1.1686,2.1004,40.9426,3.3956,6.3416,1.7341,2.8376,8.3588,1.1638,5.2909,1.1677,4.2958,0.711,1.5867,0.7946,1.9727,0.2635
394,Fort Worth,TX,2009967,2.10204789466397,3.64768486542158,11.8854029524602,155.2684,53.3008,99.1506,32.8765,24.1287,33.9217,14.8784,0.5926,10.9767,5.3888,1.2767,0.8952,1.8633,6.309,0.4119,27.0567,0.3716,5.5,2.7641,2.5648,0.843,17.3905,1.0296,1.8171,1.1989,2.7549,46.0865,4.05,5.2441,1.73,2.6945,9.0063,1.7149,4.9471,1.1988,6.9108,0.9728,2.0376,0.4971,2.5909,0.4148
396,Harlingen,TX,556433,2.65287237713851,2.81287986393802,10.8217456236861,122.2378,47.6561,72.0339,24.5054,16.8918,26.2683,9.4364,0.752,5.9636,5.0479,1.3958,1.6548,0.5838,3.6046,1.2556,19.1962,0.6068,4.9426,2.3244,1.7668,0.4024,18.9097,0.9724,1.2758,1.1304,1.65,37.241,4.1903,3.0802,1.4133,2.1329,9.6667,0.6885,3.068,1.2105,3.376,0.7549,0.6735,0.7492,1.1205,0.323
397,Houston,TX,5829162,2.50305117292942,3.78181242867639,13.8352258911597,175.0552,55.836,116.9893,43.5104,25.2115,36.6583,39.5753,1.2339,11.9692,7.2726,1.5707,1.6801,2.7865,5.2508,1.0972,23.2001,0.9047,6.0706,3.5017,4.5438,1.6057,21.1532,1.1351,2.564,1.1021,3.7529,45.5313,4.6258,5.5453,2.4942,5.1459,11.439,2.4644,7.5562,1.5742,7.4766,1.5799,1.9786,0.8552,2.4932,0.3726
